user_id,relation_id,entity_id,timestamp,user_id:token,entity_id:token,item_id:token,cluster_label,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9,prob_cluster_10,prob_cluster_11
45,21,5437,2005-08-29,A30TK6U7DNS82R,res:Midnight_Express_(film),0767817486,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4968615575892136e-85,0.0,0.0,0.0
207,30,5437,2010-04-04,A3UDYY6L2NH3JS,res:Midnight_Express_(film),0767817486,9,0.0,0.0,6.894781335565684e-269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
206,25,5437,2011-12-04,AJDJ6SQUDORP6,res:Midnight_Express_(film),0767817486,4,0.0,0.0,1.4108044928643808e-20,0.0,1.0,0.0,0.0,0.0,6.224125075104555e-56,0.0,0.0,0.0
204,30,5437,2013-05-11,A2ZYDGB8S48T4J,res:Midnight_Express_(film),0767817486,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
182,32,5437,2004-10-10,A25ZVI6RH1KA5L,res:Midnight_Express_(film),0767817486,11,0.0,0.00010570597689960942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998942940231007
223,21,5437,2001-08-20,A2FJBJ947VUOGT,res:Midnight_Express_(film),0767817486,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.984194105511497e-93,0.0,0.0,0.0
219,25,5437,2004-06-18,A16CZRQL23NOIW,res:Midnight_Express_(film),0767817486,4,0.0,0.0,1.5102976321337808e-18,0.0,1.0,0.0,0.0,0.0,9.371667658884658e-51,0.0,0.0,0.0
214,25,5437,2005-12-14,A2HII4U9WQ0XUV,res:Midnight_Express_(film),0767817486,4,0.0,0.0,3.6621661050133024e-38,0.0,1.0,0.0,0.0,0.0,4.728407457043389e-33,0.0,0.0,0.0
222,21,5437,2002-08-29,A2C5LA07JCDWTN,res:Midnight_Express_(film),0767817486,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.499833261123021e-96,0.0,0.0,0.0
220,25,5437,2003-12-21,A2ASIT0JYIGHTA,res:Midnight_Express_(film),0767817486,4,0.0,0.0,2.4266319687792898e-26,0.0,1.0,0.0,0.0,0.0,1.265375806385196e-22,0.0,0.0,0.0
224,26,5437,2001-02-28,A1YC9XEDFKXPLK,res:Midnight_Express_(film),0767817486,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.277671928946931e-55,0.0,0.0,0.0
213,26,5437,2006-02-03,A3LU79BYMWZEW9,res:Midnight_Express_(film),0767817486,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1805915642613787e-34,0.0,0.0,0.0
203,30,5437,2014-04-24,AXOZ5BWOEDL76,res:Midnight_Express_(film),0767817486,9,0.0,0.0,1.3172408173902134e-126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144,21,5437,2013-09-15,A1EAMAQ8BSI0LY,res:Midnight_Express_(film),0767817486,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,31,5437,2009-07-21,A2FRKEXDXDN1KI,res:Midnight_Express_(film),0767817486,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2166803388425478e-114,0.0,1.0,0.0
210,25,5437,2009-06-02,A3FL6CIO8QIJ2F,res:Midnight_Express_(film),0767817486,4,0.0,0.0,5.528551679843317e-20,0.0,1.0,0.0,0.0,0.0,1.1998273104198257e-77,0.0,0.0,0.0
52,21,5437,2006-08-04,AMYW43AHO16SS,res:Midnight_Express_(film),0767817486,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.049710634401293e-105,0.0,0.0,0.0
211,30,5437,2009-05-07,AJRFZ0VZ0LD26,res:Midnight_Express_(film),0767817486,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
212,26,5437,2007-01-07,AGZVS6M8XJGN6,res:Midnight_Express_(film),0767817486,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7600064409844338e-45,0.0,0.0,0.0
91,29,5438,2013-06-06,AFVROUVTT63XM,res:No_Mercy_(1986_film),0767809726,8,0.0,0.0,1.6476683812663247e-87,0.0,1.3524349011397095e-18,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,22,5438,2010-10-05,A3O536E2YOKK4Y,res:No_Mercy_(1986_film),0767809726,1,0.0,0.9994972452889476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005027547110525281
29,22,5438,2010-03-03,A35ZK3M8L9JUPX,res:No_Mercy_(1986_film),0767809726,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,26,5438,2012-01-14,A27IM95K2U31OU,res:No_Mercy_(1986_film),0767809726,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.72114501419765e-25,0.0,0.0,0.0
89,28,5438,2000-02-10,A3KXFQQFBPJTQE,res:No_Mercy_(1986_film),0767809726,7,0.0,0.0,0.0,0.0,0.0,1.4770155613173195e-05,0.0,0.9999852298443868,2.219069140574841e-40,0.0,0.0,0.0
90,29,5438,2013-06-30,AM54D10X2VA2,res:No_Mercy_(1986_film),0767809726,8,0.0,0.0,2.1142926488301074e-287,0.0,9.81470835888089e-38,0.0,0.0,0.0,1.0,0.0,0.0,0.0
567,25,5439,2006-12-16,A3A81ZZ4ANLZ8G,res:Blue_Thunder,0767817648,4,0.0,0.0,3.3774171076561555e-18,0.0,1.0,0.0,0.0,0.0,1.2437707395357728e-33,0.0,0.0,0.0
568,30,5439,2003-05-27,A1LZVU5SRRM3VX,res:Blue_Thunder,0767817648,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
182,32,5439,2005-11-11,A25ZVI6RH1KA5L,res:Blue_Thunder,0767817648,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,21,5439,2009-08-11,A2FRKEXDXDN1KI,res:Blue_Thunder,0767817648,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0063841330283426e-94,0.0,0.0,0.0
569,30,5439,2002-05-15,A3FNOMJG1MKQYG,res:Blue_Thunder,0767817648,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
556,30,5439,2014-04-29,A1P6RQKZ880ZQD,res:Blue_Thunder,0767817648,9,0.0,0.0,1.417974727615784e-132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,32,5439,2011-11-18,A2VJ80PM1G00QV,res:Blue_Thunder,0767817648,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,22,5439,2014-03-07,ABPTXUR9T2H6O,res:Blue_Thunder,0767817648,1,0.0,1.0,4.2861861621041006e-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,32,5439,2002-11-27,A1TK6R2JSC97HL,res:Blue_Thunder,0767817648,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,21,5439,2002-08-17,AUGABW5AS2OXM,res:Blue_Thunder,0767817648,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9161993179117813e-113,0.0,0.0,0.0
566,21,5439,2008-09-06,A1O60LWGEJFGUD,res:Blue_Thunder,0767817648,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,26,5439,2008-02-02,A1X7FS1H4R02W1,res:Blue_Thunder,0767817648,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.1014690561022994e-24,0.0,0.0,0.0
565,26,5439,2009-02-16,A1P6NRWDD1NT4B,res:Blue_Thunder,0767817648,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.797825195543953e-50,0.0,0.0,0.0
217,29,5440,2013-08-10,A3HJAIFRRFHUAB,res:Roxanne_(film),0767818105,8,7.309536212731801e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216,29,5440,2013-08-16,AAA9VK0SBM22D,res:Roxanne_(film),0767818105,8,2.2530612507316905e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999977476,0.0,0.0,0.0
215,26,5440,2014-02-11,A23M34LR1SQHS9,res:Roxanne_(film),0767818105,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6322686170307388e-111,0.0,0.0,0.0
240,32,5440,2003-11-15,A16QODENBJVUI1,res:Roxanne_(film),0767818105,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,21,5440,2004-08-05,A1QQPIUXWD4G0Z,res:Roxanne_(film),0767818105,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.285928322159725e-91,0.0,0.0,0.0
229,25,5440,2007-12-18,A2Q5Y2EMS6KDWI,res:Roxanne_(film),0767818105,4,0.0,0.0,3.5775661105387846e-51,0.0,1.0,0.0,0.0,0.0,1.9055104249194474e-24,0.0,0.0,0.0
228,26,5440,2008-02-26,A11KRMIA0ES88I,res:Roxanne_(film),0767818105,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1962571347012825e-88,0.0,0.0,0.0
32,30,5440,2009-05-06,A2FRKEXDXDN1KI,res:Roxanne_(film),0767818105,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
221,29,5440,2013-06-15,AD5JI9UN98JPH,res:Roxanne_(film),0767818105,8,0.0,0.0,6.795236813720559e-166,0.0,6.106580601227717e-22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
231,25,5440,2007-06-06,A3RNP5X8ZGZIEI,res:Roxanne_(film),0767818105,4,0.0,0.0,1.0356358944008736e-31,0.0,1.0,0.0,0.0,0.0,5.308717246855883e-109,0.0,0.0,0.0
232,30,5440,2007-04-01,A3OEECMCM2T4KQ,res:Roxanne_(film),0767818105,9,0.0,0.0,7.704830957232717e-238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,26,5440,2007-02-17,A1X7FS1H4R02W1,res:Roxanne_(film),0767818105,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.093191597068534e-32,0.0,0.0,0.0
234,25,5440,2006-12-29,AF3X7J0XC391L,res:Roxanne_(film),0767818105,4,0.0,0.0,7.420729799313621e-36,0.0,1.0,0.0,0.0,0.0,6.1279704511266636e-27,0.0,0.0,0.0
237,22,5440,2005-03-17,A2CW9IQAPFEYLM,res:Roxanne_(film),0767818105,1,0.0,1.0,1.2090491830115537e-278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,22,5440,2005-10-04,A2Z5XUM00YMDGA,res:Roxanne_(film),0767818105,1,0.0,0.9999594368852754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.056311472443189e-05
235,32,5440,2005-11-03,AGRR05FH945HR,res:Roxanne_(film),0767818105,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,31,5440,2006-07-09,A2HVL790PBWYTU,res:Roxanne_(film),0767818105,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0068508654910244e-108,0.0,1.0,0.0
242,31,5440,2002-07-27,A1K4VAYQQLNFVS,res:Roxanne_(film),0767818105,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.54875173449205e-116,0.0,1.0,0.0
241,26,5440,2003-02-20,A38QJ7JUUTVLKX,res:Roxanne_(film),0767818105,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.839458682429411e-42,0.0,0.0,0.0
157,25,5441,2011-06-25,A86R2KZIFHKLB,res:Fright_Night,0767817664,4,0.0,0.0,1.752195252057119e-27,0.0,1.0,0.0,0.0,0.0,4.922772918722518e-83,0.0,0.0,0.0
30,25,5441,2010-06-05,A1C58YXM2A30CY,res:Fright_Night,0767817664,4,0.0,0.0,4.245903572910739e-08,0.0,0.9999999575409642,0.0,0.0,0.0,4.598890331671662e-70,0.0,0.0,0.0
188,32,5441,2001-11-01,A15TNUM2PBS6F0,res:Fright_Night,0767817664,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,26,5441,2002-02-09,A39C7SEMCJWVOI,res:Fright_Night,0767817664,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.589173467245919e-40,0.0,0.0,0.0
186,22,5441,2002-03-22,A20DW2QWVWEG06,res:Fright_Night,0767817664,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,30,5441,2002-04-22,A1TONI9A0YFOD6,res:Fright_Night,0767817664,9,0.0,0.0,8.8383866091385e-310,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184,21,5441,2002-08-16,A13KXWTN0DT878,res:Fright_Night,0767817664,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.789780183970185e-113,0.0,0.0,0.0
183,30,5441,2003-04-10,AQ01Q3070LT29,res:Fright_Night,0767817664,9,0.0,0.0,3.279900316491735e-247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
182,30,5441,2003-04-22,A25ZVI6RH1KA5L,res:Fright_Night,0767817664,9,0.0,0.0,3.764442795138623e-230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,22,5441,2004-03-01,AFOK05KDCHSHL,res:Fright_Night,0767817664,1,0.0,1.0,6.220873531044617e-284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,22,5441,2004-03-19,A2ZQD77EEXEPM6,res:Fright_Night,0767817664,1,0.0,1.0,5.453793305838733e-247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,21,5441,2005-08-19,A2JP0URFHXP6DO,res:Fright_Night,0767817664,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.846108325312367e-106,0.0,0.0,0.0
171,25,5441,2005-12-23,A2XRZV63X79YSJ,res:Fright_Night,0767817664,4,0.0,0.0,4.874139186971733e-50,0.0,1.0,0.0,0.0,0.0,2.17627808911426e-27,0.0,0.0,0.0
174,25,5441,2005-06-01,A1NSUJJCG73IRF,res:Fright_Night,0767817664,4,0.0,0.0,2.970166609825311e-16,0.0,0.9999999999999996,0.0,0.0,0.0,1.631099816277058e-107,0.0,0.0,0.0
99,30,5441,2011-05-11,AIMR915K4YCN,res:Fright_Night,0767817664,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,31,5441,2011-07-05,A1D2LB4Z5RMO4M,res:Fright_Night,0767817664,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3347131039146763e-58,0.0,1.0,0.0
141,30,5441,2014-04-16,AX92P15E6YOED,res:Fright_Night,0767817664,9,0.0,0.0,2.773150906727862e-124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,22,5441,2013-10-08,AN0ILVRWZUV4E,res:Fright_Night,0767817664,1,0.0,0.66520541858347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33479458141652985
154,25,5441,2011-12-02,ASF2Z8OJR0TP3,res:Fright_Night,0767817664,4,0.0,0.0,8.399157928629035e-21,0.0,1.0,0.0,0.0,0.0,1.635881980729525e-54,0.0,0.0,0.0
152,25,5441,2011-12-23,A16XRPF40679KG,res:Fright_Night,0767817664,4,0.0,0.0,3.8849895649623194e-20,0.0,1.0,0.0,0.0,0.0,1.6725166840726404e-22,0.0,0.0,0.0
153,25,5441,2011-12-08,A1FJ4WAOIDPEF4,res:Fright_Night,0767817664,4,0.0,0.0,1.0749718155253031e-14,0.0,0.9999999999999893,0.0,0.0,0.0,2.8774905530421115e-45,0.0,0.0,0.0
150,26,5441,2013-01-12,AKLHGV1UODATE,res:Fright_Night,0767817664,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3816751339680482e-211,0.0,0.0,0.0
155,32,5441,2011-11-01,A1HMBIRR0RJ1NI,res:Fright_Night,0767817664,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,30,5441,2014-05-23,A3PKTO0UJJJ8BS,res:Fright_Night,0767817664,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
139,24,5441,2016-06-30,A1W702WG1LC6R3,res:Fright_Night,0767817664,3,0.0,0.0,9.851654414278815e-128,1.0,1.1401352705585647e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,21,5441,2012-08-06,A32JO1FLE8KF05,res:Fright_Night,0767817664,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2899648980776536e-110,0.0,0.0,0.0
147,30,5441,2013-04-17,A551XY0L7WQXU,res:Fright_Night,0767817664,9,0.0,0.0,1.1275922596650223e-38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
148,23,5441,2013-03-22,A3PQ4O3YUI3RMT,res:Fright_Night,0767817664,2,0.0,9.158765237213032e-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,26,5441,2013-01-31,A2FPDWTD9AENVK,res:Fright_Night,0767817664,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,30,5441,2013-04-26,A3P1EB052N9Y90,res:Fright_Night,0767817664,9,0.0,0.0,8.694859983038777e-112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
143,21,5441,2013-09-19,A1GD1G8XXPRYQ8,res:Fright_Night,0767817664,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,21,5441,2013-09-03,A1EAMAQ8BSI0LY,res:Fright_Night,0767817664,0,1.0,0.0,2.4226536800799048e-251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,30,5441,2013-05-13,A2UD8A6JDZ8L4M,res:Fright_Night,0767817664,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
95,21,5441,2013-09-20,AJUEE2C2EJ0V3,res:Fright_Night,0767817664,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,25,5441,2010-06-01,A35VG5NCAWKUI,res:Fright_Night,0767817664,4,0.0,0.0,5.91591346165153e-09,0.0,0.9999999940840865,0.0,0.0,0.0,2.884115003925916e-78,0.0,0.0,0.0
161,30,5441,2010-04-13,A17DHFD2XQV4ZY,res:Fright_Night,0767817664,9,0.0,0.0,2.354515729122763e-277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
162,32,5441,2009-10-09,A3UA046AA3DXFD,res:Fright_Night,0767817664,11,0.0,0.1225801378459083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8774198621540917
163,30,5441,2009-05-24,A139ZF7CJVVTJU,res:Fright_Night,0767817664,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
164,26,5441,2009-02-13,A39CX0EE4BZCZC,res:Fright_Night,0767817664,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.068506151181633e-42,0.0,0.0,0.0
100,30,5441,2008-04-20,AW4MT9WP95TVD,res:Fright_Night,0767817664,9,0.0,0.0,4.3358375993377246e-220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
