user_id,entity_id,timestamp,user_id:token,entity_id:token,item_id:token,cluster_label,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9,prob_cluster_10,prob_cluster_11,prob_cluster_12,prob_cluster_13,prob_cluster_14
3,2375,2014-04-04,A106YXO3EHVD3J,res:Frailty_(2001_film),B00006AUJR,12,0.0,4.353612125161244e-127,0.0,0.0,0.0,0.0,0.0,0.0,1.1026890846440431e-58,0.0,0.0,0.0,1.0,0.0,0.0
3,4189,2014-04-08,A106YXO3EHVD3J,res:Step_Brothers_(film),B00164KYTG,12,0.0,3.236110739632005e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.7667201035339998e-11,0.0,0.0,0.0,0.9999999999823324,0.0,0.0
3,4438,2014-02-24,A106YXO3EHVD3J,res:Where_the_Wild_Things_Are_(film),B001HN699A,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4552,2014-05-07,A106YXO3EHVD3J,res:The_Burrowers,B001R10BJG,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7731872901613876e-86,0.0,1.0,0.0,0.0,0.0
3,5075,2014-04-08,A106YXO3EHVD3J,res:Rio_(2011_film),B004HO6I4M,12,0.0,3.236110739632005e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.7667201035339998e-11,0.0,0.0,0.0,0.9999999999823324,0.0,0.0
3,5110,2014-04-29,A106YXO3EHVD3J,res:The_Amazing_Spider-Man_(film),B004LWZWFQ,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.001277575876732e-241,0.0,0.0
3,5439,2013-05-07,A106YXO3EHVD3J,res:A_Monster_in_Paris,B006E02GRK,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5059213485406563e-93,0.0,1.0,0.0,0.0,0.0
3,5756,2014-03-18,A106YXO3EHVD3J,res:Saving_Mr._Banks,B00BEIYSL4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5988,2014-04-18,A106YXO3EHVD3J,res:Grudge_Match,B00HEQO9DM,8,0.0,8.259618055198221e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998268,0.0,0.0,0.0,1.733583694025821e-13,0.0,0.0
4,3167,2010-09-17,A1089V1E6BFW39,res:Kung_Fu_Hustle,B0009S4IHY,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4532,2010-09-21,A1089V1E6BFW39,res:1612_(film),B001PCNZEU,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4619,2010-06-10,A1089V1E6BFW39,res:Legion_(2010_film),B0021L8V34,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5594395230826377e-56,1.0,0.0,0.0,2.9546356583004466e-64,0.0
4,4836,2010-10-19,A1089V1E6BFW39,res:Predators_(film),B002ZG98LO,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999121343,0.0,0.0,0.0,8.78655015987062e-11,0.0,0.0
4,4837,2010-06-29,A1089V1E6BFW39,res:Hot_Tub_Time_Machine,B002ZG97XI,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3821815957555e-130,1.3233395365656296e-57,0.0,0.0,1.0,0.0
5,1821,2002-09-18,A109LWN9DUGPDP,res:The_Others_(2001_film),B00003CYLJ,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1894,2003-12-29,A109LWN9DUGPDP,res:The_Way_of_the_Gun,B000053V7A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68502403405844e-195,0.0,0.0,1.0,0.0
5,1971,2003-12-29,A109LWN9DUGPDP,res:The_Boondock_Saints,B00005IC54,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68502403405844e-195,0.0,0.0,1.0,0.0
5,2078,2003-10-23,A109LWN9DUGPDP,res:28_Days_Later,B00005JMA8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.771773305152682e-69,0.0,0.0
5,2256,2002-03-20,A109LWN9DUGPDP,res:Joy_Ride_(2001_film),B00005UV34,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3167,2005-08-04,A109LWN9DUGPDP,res:Kung_Fu_Hustle,B0009S4IHY,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1797,2007-01-12,A10DB0H2NZF11E,res:Princess_Mononoke,B00003CXBK,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.3697687333207264e-64,0.0,0.0,0.0,0.0,0.0
6,2042,2009-05-06,A10DB0H2NZF11E,res:Eternal_Sunshine_of_the_Spotless_Mind,B00005JMJG,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3189253751490768e-106,0.0,1.0,0.0,0.0,0.0
6,2103,2010-06-19,A10DB0H2NZF11E,res:Lucky_Number_Slevin,B00005JOX2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0463667901167623e-72,0.9999999997768629,0.0,0.0,2.2313749533310266e-10,0.0
6,3327,2007-06-19,A10DB0H2NZF11E,res:Broken_Flowers,B000BX8R10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5514855647603704e-146,1.8952113602383943e-09,0.0,0.0,0.9999999981047889,0.0
6,4472,2009-05-23,A10DB0H2NZF11E,res:Eagle_Eye,B001L2ZSKS,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.890531050816283e-64,0.0,1.0,0.0,0.0,0.0
7,1518,2008-12-10,A10E3F50DIUJEE,res:Carnival_of_Souls,1559409002,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999523421,0.0,0.0,4.765760295877457e-11,0.0
7,2042,2008-08-13,A10E3F50DIUJEE,res:Eternal_Sunshine_of_the_Spotless_Mind,B00005JMJG,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2078,2008-06-18,A10E3F50DIUJEE,res:28_Days_Later,B00005JMA8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.015521345120047e-134,2.3070833155212183e-10,0.0,0.0,0.9999999997692921,0.0
7,2081,2008-08-01,A10E3F50DIUJEE,res:Batman_Begins,B00005JNJV,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2125,2008-04-16,A10E3F50DIUJEE,res:La_Vie_en_rose_(film),B00005JPX8,8,0.0,1.2263825093678287e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999097859,0.0,0.0,0.0,9.021376889274937e-11,0.0,0.0
7,4014,2008-04-29,A10E3F50DIUJEE,res:Juno_(film),B000YABYLA,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7659402010891577e-249,0.0,0.0
7,4043,2008-04-16,A10E3F50DIUJEE,res:There_Will_Be_Blood,B00104QSOM,8,0.0,1.2263825093678287e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999097859,0.0,0.0,0.0,9.021376889274937e-11,0.0,0.0
7,4210,2009-06-08,A10E3F50DIUJEE,res:Revolutionary_Road_(film),B0016Q2D66,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.028217889690079e-97,0.9999999998585523,0.0,0.0,1.4144694371185229e-10,0.0
7,4396,2009-05-07,A10E3F50DIUJEE,res:Wendy_and_Lucy,B001EUSYIA,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.013353725136265e-108,0.0,1.0,0.0,0.0,0.0
7,4579,2009-04-30,A10E3F50DIUJEE,res:Frost/Nixon_(film),B001TH92N4,8,0.0,3.385e-320,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.262156490982917e-239,0.0,0.0
8,1990,2013-08-06,A10H47FMW8NHII,res:Rabbit-Proof_Fence,B00005JLD4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2100,2011-10-07,A10H47FMW8NHII,res:United_93_(film),B00005JOZI,12,0.0,6.862223488590684e-46,0.0,0.0,0.0,0.0,0.0,0.0,2.954533308109748e-56,0.0,0.0,0.0,1.0,0.0,0.0
8,2368,2013-07-02,A10H47FMW8NHII,res:Italian_for_Beginners,B00006ADFP,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3269,2013-07-07,A10H47FMW8NHII,res:The_Beat_That_My_Heart_Skipped,B000B9EYFW,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3960,2012-02-21,A10H47FMW8NHII,res:Vitus_(film),B000VWYJ6S,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4485,2013-08-29,A10H47FMW8NHII,res:Bottle_Shock,B001LPWGBY,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4863,2012-04-23,A10H47FMW8NHII,res:Nowhere_Boy,B0035MA5HS,8,0.0,3.479505274196448e-111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.977595358265837e-71,0.0,0.0
8,4892,2012-04-23,A10H47FMW8NHII,res:Agora_(film),B003CI2G6S,8,0.0,3.479505274196448e-111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.977595358265837e-71,0.0,0.0
8,4938,2011-10-07,A10H47FMW8NHII,res:Red_(film_series),B003Q6D2B4,12,0.0,6.862223488590684e-46,0.0,0.0,0.0,0.0,0.0,0.0,2.954533308109748e-56,0.0,0.0,0.0,1.0,0.0,0.0
8,5029,2012-04-10,A10H47FMW8NHII,res:Tower_Heist,B004A8ZWWO,12,0.0,5.591145674732298e-136,0.0,0.0,0.0,0.0,0.0,0.0,4.88779320085724e-11,0.0,0.0,0.0,0.9999999999511218,0.0,0.0
8,5063,2013-09-18,A10H47FMW8NHII,res:The_Lincoln_Lawyer_(film),B004EPYZP8,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5107,2013-07-22,A10H47FMW8NHII,res:Puss_in_Boots_(2011_film),B004LWZW7Y,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5110,2012-07-05,A10H47FMW8NHII,res:The_Amazing_Spider-Man_(film),B004LWZWFQ,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5256,2012-09-09,A10H47FMW8NHII,res:Bully_(2011_film),B0059XTUH2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5299,2013-08-03,A10H47FMW8NHII,res:Margin_Call,B005FITIGO,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5331,2012-04-21,A10H47FMW8NHII,res:Think_Like_a_Man,B005LAIH86,8,0.0,5.932559270296705e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999812506,0.0,0.0,0.0,1.8748601643103558e-11,0.0,0.0
8,5333,2012-12-14,A10H47FMW8NHII,res:Here_Comes_the_Boom,B005LAII1W,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999998565139,0.0,0.0,1.4348622688033782e-10,0.0
8,5340,2012-02-21,A10H47FMW8NHII,res:The_Vow_(2012_film),B005LAIGSM,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5344,2012-02-21,A10H47FMW8NHII,res:Act_of_Valor,B005LAIGYQ,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5347,2013-03-10,A10H47FMW8NHII,res:Jack_the_Giant_Slayer,B005LAIHUO,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5348,2012-04-08,A10H47FMW8NHII,res:Mirror_Mirror_(film),B005LAII0I,12,0.0,6.627552309446387e-185,0.0,0.0,0.0,0.0,0.0,0.0,4.631005137687259e-64,0.0,0.0,0.0,1.0,0.0,0.0
8,5369,2012-04-08,A10H47FMW8NHII,res:The_Best_Exotic_Marigold_Hotel,B005S9EJ14,12,0.0,6.627552309446387e-185,0.0,0.0,0.0,0.0,0.0,0.0,4.631005137687259e-64,0.0,0.0,0.0,1.0,0.0,0.0
8,5398,2012-08-29,A10H47FMW8NHII,res:Romantics_Anonymous,B005V4X8PO,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5428,2012-02-13,A10H47FMW8NHII,res:Salmon_Fishing_in_the_Yemen,B0067EKY7M,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5478,2012-11-10,A10H47FMW8NHII,res:Skyfall,B006X040NY,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5524,2013-09-14,A10H47FMW8NHII,res:Joyful_Noise_(film),B007HHWJD0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5562,2012-06-30,A10H47FMW8NHII,res:Headhunters_(film),B0081HLM2E,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.213285413029492e-50,1.79661596020465e-55,0.0,0.0,1.0,0.0
8,5589,2013-01-05,A10H47FMW8NHII,res:Silver_Linings_Playbook,B008OGIPJA,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3588432060785784e-72,0.0,0.0,0.0,0.0,0.0
8,5602,2013-02-13,A10H47FMW8NHII,res:Identity_Thief,B0090JB6DC,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5630,2013-11-01,A10H47FMW8NHII,res:Last_Vegas,B009AMAOTQ,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5648,2013-06-26,A10H47FMW8NHII,res:White_House_Down,B009NNMAZI,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999998643064741,1.674281601968402e-60,0.0,0.0,1.356935258416621e-07,0.0
8,5649,2013-04-09,A10H47FMW8NHII,res:42_(film),B009NNM9OA,12,0.0,3.088425829481849e-47,0.0,0.0,0.0,0.0,0.0,0.0,3.151331474616489e-12,0.0,0.0,0.0,0.9999999999968487,0.0,0.0
8,5681,2012-12-14,A10H47FMW8NHII,res:The_Sessions_(2012_film),B00AEK9BKQ,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999998565139,0.0,0.0,1.4348622688033782e-10,0.0
8,5750,2013-08-04,A10H47FMW8NHII,res:The_Sapphires_(film),B00BEIYKDU,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5752,2013-09-20,A10H47FMW8NHII,res:Rush_(2013_film),B00BEIYP1W,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5756,2013-12-06,A10H47FMW8NHII,res:Saving_Mr._Banks,B00BEIYSL4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3414631567789052e-66,0.0
8,5808,2013-05-08,A10H47FMW8NHII,res:What_Maisie_Knew_(film),B00C7C025M,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.380668777674405e-94,0.0,1.0,0.0,0.0,0.0
8,5879,2013-08-09,A10H47FMW8NHII,res:Blue_Jasmine,B00DL47RQ2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5881,2013-09-18,A10H47FMW8NHII,res:Don_Jon,B00DL477I0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5954,2013-11-07,A10H47FMW8NHII,res:12_Years_a_Slave_(film),B00G4Q3KOC,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5958,2013-11-07,A10H47FMW8NHII,res:Delivery_Man_(film),B00GEKO51U,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5965,2013-12-19,A10H47FMW8NHII,res:Inside_Llewyn_Davis,B00GMV8KGW,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0115454980667158e-09,0.0,0.0,0.9999999989884545,0.0
8,6332,2013-08-06,A10H47FMW8NHII,res:We're_the_Millers,B00BC36YWC,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1996,2013-04-18,A10H52874HQ6HH,res:Heaven_(2002_film),B00005JKN2,8,0.0,3.326221139099978e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999963536625,0.0,0.0,0.0,3.6463376074991463e-09,0.0,0.0
9,5257,2013-04-18,A10H52874HQ6HH,res:The_Hobbit:_An_Unexpected_Journey,B0059XTU1S,8,0.0,3.326221139099978e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999963536625,0.0,0.0,0.0,3.6463376074991463e-09,0.0,0.0
9,5342,2013-04-18,A10H52874HQ6HH,res:Django_Unchained,B005LAIIJY,8,0.0,3.326221139099978e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999963536625,0.0,0.0,0.0,3.6463376074991463e-09,0.0,0.0
9,5369,2013-04-18,A10H52874HQ6HH,res:The_Best_Exotic_Marigold_Hotel,B005S9EJ14,8,0.0,3.326221139099978e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999963536625,0.0,0.0,0.0,3.6463376074991463e-09,0.0,0.0
9,5649,2013-08-16,A10H52874HQ6HH,res:42_(film),B009NNM9OA,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1493,2012-12-28,A10HIGTSU45VAI,res:One_Flew_Over_the_Cuckoo's_Nest_(film),0790732181,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3570219884024482e-60,0.0,0.0,1.0,0.0
10,1651,2012-10-06,A10HIGTSU45VAI,res:The_Faculty,6305428220,12,0.0,6.525639173726822e-26,0.0,0.0,0.0,0.0,0.0,0.0,9.669254204394111e-63,0.0,0.0,0.0,1.0,0.0,0.0
10,4968,2012-04-26,A10HIGTSU45VAI,res:The_Girl_with_the_Dragon_Tattoo_(2011_film),B003Y5H5HO,8,0.0,1.0560026469226381e-160,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.881937919246123e-71,0.0,0.0
10,5321,2012-04-26,A10HIGTSU45VAI,res:King_of_Devil's_Island,B005J47Q90,8,0.0,1.0560026469226381e-160,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.881937919246123e-71,0.0,0.0
10,5339,2012-12-28,A10HIGTSU45VAI,res:The_Watch_(2012_film),B005LAII2Q,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3570219884024482e-60,0.0,0.0,1.0,0.0
