head_id,relation_id,tail_id,head_id:token,relation_id:token,tail_id:token
5436,20,13131,res:Spice_World_(film),dct:subject,cat:1990s_female_buddy_films
5436,20,13132,res:Spice_World_(film),dct:subject,cat:1990s_musical_comedy_films
5436,20,13133,res:Spice_World_(film),dct:subject,cat:British_musical_comedy_films
5436,20,13134,res:Spice_World_(film),dct:subject,cat:Films_about_musical_groups
5436,20,13135,res:Spice_World_(film),dct:subject,cat:PolyGram_Filmed_Entertainment_films
5436,20,13136,res:Spice_World_(film),dct:subject,cat:British_buddy_comedy_films
5436,20,13137,res:Spice_World_(film),dct:subject,cat:British_female_buddy_films
5436,8,13138,res:Spice_World_(film),dbo:director,res:Bob_Spiers
5436,12,13139,res:Spice_World_(film),dbo:musicComposer,res:Paul_Hardcastle
5436,17,13140,res:Spice_World_(film),dbo:starring,res:Roger_Moore
5436,17,13141,res:Spice_World_(film),dbo:starring,res:Richard_E._Grant
5436,17,13142,res:Spice_World_(film),dbo:starring,res:Victoria_Beckham
5436,17,13143,res:Spice_World_(film),dbo:starring,res:Mel_B
5436,17,13144,res:Spice_World_(film),dbo:starring,res:Melanie_C
5436,17,13145,res:Spice_World_(film),dbo:starring,res:Claire_Rushbrook
5436,17,13146,res:Spice_World_(film),dbo:starring,res:Emma_Bunton
5436,17,13147,res:Spice_World_(film),dbo:starring,res:George_Wendt
5436,17,13148,res:Spice_World_(film),dbo:starring,res:Geri_Halliwell
5436,17,13149,res:Spice_World_(film),dbo:starring,res:Alan_Cumming
5436,17,13150,res:Spice_World_(film),dbo:starring,res:Mark_McKinney
5436,19,13151,res:Spice_World_(film),dbo:writer,res:Kim_Fuller
5437,20,13082,res:Midnight_Express_(film),dct:subject,cat:American_independent_films
5437,20,13152,res:Midnight_Express_(film),dct:subject,cat:Films_scored_by_Giorgio_Moroder
5437,20,13153,res:Midnight_Express_(film),dct:subject,cat:Films_produced_by_David_Puttnam
5437,20,13154,res:Midnight_Express_(film),dct:subject,cat:Films_whose_director_won_the_Best_Direction_BAFTA_Award
5437,20,13155,res:Midnight_Express_(film),dct:subject,cat:1970s_American_films
5437,20,13156,res:Midnight_Express_(film),dct:subject,cat:1970s_English-language_films
5437,20,13157,res:Midnight_Express_(film),dct:subject,cat:1977_films
5437,20,13158,res:Midnight_Express_(film),dct:subject,cat:American_LGBT-related_films
5437,20,13159,res:Midnight_Express_(film),dct:subject,cat:American_biographical_films
5437,20,13160,res:Midnight_Express_(film),dct:subject,cat:American_neo-noir_films
5437,20,13161,res:Midnight_Express_(film),dct:subject,cat:Best_Drama_Picture_Golden_Globe_winners
5437,20,13162,res:Midnight_Express_(film),dct:subject,cat:Biographical_films_about_writers
5437,20,13163,res:Midnight_Express_(film),dct:subject,cat:Columbia_Pictures_films
5437,20,13164,res:Midnight_Express_(film),dct:subject,cat:Drama_films_based_on_actual_events
5437,20,13165,res:Midnight_Express_(film),dct:subject,cat:Films_based_on_autobiographies
5437,20,13166,res:Midnight_Express_(film),dct:subject,cat:Films_featuring_a_Best_Supporting_Actor_Golden_Globe_winning_performance
5437,20,13167,res:Midnight_Express_(film),dct:subject,cat:Films_set_in_Turkey
5437,20,13168,res:Midnight_Express_(film),dct:subject,cat:Films_set_in_prison
5437,20,13169,res:Midnight_Express_(film),dct:subject,cat:Films_shot_in_Malta
5437,20,13170,res:Midnight_Express_(film),dct:subject,cat:Films_whose_writer_won_the_Best_Adapted_Screenplay_Academy_Award
5437,20,13171,res:Midnight_Express_(film),dct:subject,cat:Works_about_cannabis_trafficking
5437,20,13172,res:Midnight_Express_(film),dct:subject,cat:Drama_film_soundtracks
5437,20,13173,res:Midnight_Express_(film),dct:subject,cat:Films_set_in_Istanbul
5437,20,13174,res:Midnight_Express_(film),dct:subject,cat:Films_with_screenplays_by_Oliver_Stone
5437,20,13175,res:Midnight_Express_(film),dct:subject,cat:Torture_in_films
5437,20,13176,res:Midnight_Express_(film),dct:subject,cat:Films_set_in_Greece
5437,20,13177,res:Midnight_Express_(film),dct:subject,cat:Films_directed_by_Alan_Parker
5437,20,13178,res:Midnight_Express_(film),dct:subject,cat:1977_crime_drama_films
5437,20,13179,res:Midnight_Express_(film),dct:subject,cat:American_prison_drama_films
5437,20,13180,res:Midnight_Express_(film),dct:subject,cat:Films_about_prison_escapes
5437,20,13181,res:Midnight_Express_(film),dct:subject,cat:1970s_biographical_films
5437,20,13182,res:Midnight_Express_(film),dct:subject,cat:1970s_prison_drama_films
5437,20,13183,res:Midnight_Express_(film),dct:subject,cat:1977_LGBT-related_films
5437,20,13184,res:Midnight_Express_(film),dct:subject,cat:1977_independent_films
5437,20,13185,res:Midnight_Express_(film),dct:subject,cat:1977_soundtrack_albums
5437,20,13186,res:Midnight_Express_(film),dct:subject,cat:American_films_about_cannabis
5437,20,13187,res:Midnight_Express_(film),dct:subject,cat:Films_that_won_the_Best_Original_Score_Academy_Award
5437,20,13188,res:Midnight_Express_(film),dct:subject,cat:Cannabis_in_Turkey
5437,20,13189,res:Midnight_Express_(film),dct:subject,cat:Biographical_films_about_drug_traffickers
5437,20,13190,res:Midnight_Express_(film),dct:subject,cat:Films_about_cannabis
5437,8,13191,res:Midnight_Express_(film),dbo:director,res:Alan_Parker
5437,12,13192,res:Midnight_Express_(film),dbo:musicComposer,res:Giorgio_Moroder
5437,17,13193,res:Midnight_Express_(film),dbo:starring,res:Bo_Hopkins
5437,17,13194,res:Midnight_Express_(film),dbo:starring,res:Brad_Davis_(actor)
5437,17,13195,res:Midnight_Express_(film),dbo:starring,res:Paul_L._Smith
5437,17,13196,res:Midnight_Express_(film),dbo:starring,res:Irene_Miracle
5437,17,13197,res:Midnight_Express_(film),dbo:starring,res:John_Hurt
5437,17,13198,res:Midnight_Express_(film),dbo:starring,res:Randy_Quaid
5437,19,13199,res:Midnight_Express_(film),dbo:writer,res:Oliver_Stone
5438,20,13097,res:No_Mercy_(1986_film),dct:subject,cat:1980s_American_films
5438,20,13098,res:No_Mercy_(1986_film),dct:subject,cat:1980s_English-language_films
5438,20,13160,res:No_Mercy_(1986_film),dct:subject,cat:American_neo-noir_films
5438,20,13200,res:No_Mercy_(1986_film),dct:subject,cat:1980s_crime_thriller_films
5438,20,13201,res:No_Mercy_(1986_film),dct:subject,cat:1986_films
5438,20,13202,res:No_Mercy_(1986_film),dct:subject,cat:American_action_thriller_films
5438,20,13203,res:No_Mercy_(1986_film),dct:subject,cat:American_crime_thriller_films
5438,20,13204,res:No_Mercy_(1986_film),dct:subject,cat:Films_set_in_Louisiana
5438,20,13205,res:No_Mercy_(1986_film),dct:subject,cat:Films_set_in_New_Orleans
5438,20,13206,res:No_Mercy_(1986_film),dct:subject,cat:Films_shot_in_New_Orleans
5438,20,13207,res:No_Mercy_(1986_film),dct:subject,cat:Films_shot_in_North_Carolina
5438,20,13208,res:No_Mercy_(1986_film),dct:subject,cat:1986_action_thriller_films
5438,20,13209,res:No_Mercy_(1986_film),dct:subject,cat:TriStar_Pictures_films
5438,20,13210,res:No_Mercy_(1986_film),dct:subject,cat:Films_directed_by_Richard_Pearce
5438,20,13211,res:No_Mercy_(1986_film),dct:subject,cat:Films_scored_by_Alan_Silvestri
5438,8,13212,res:No_Mercy_(1986_film),dbo:director,res:Richard_Pearce_(film_director)
5438,12,13213,res:No_Mercy_(1986_film),dbo:musicComposer,res:Alan_Silvestri
5438,17,13214,res:No_Mercy_(1986_film),dbo:starring,res:Richard_Gere
5438,17,13215,res:No_Mercy_(1986_film),dbo:starring,res:Kim_Basinger
5439,20,13084,res:Blue_Thunder,dct:subject,cat:Films_set_in_Los_Angeles
5439,20,13097,res:Blue_Thunder,dct:subject,cat:1980s_American_films
5439,20,13163,res:Blue_Thunder,dct:subject,cat:Columbia_Pictures_films
5439,20,13202,res:Blue_Thunder,dct:subject,cat:American_action_thriller_films
5439,20,13216,res:Blue_Thunder,dct:subject,cat:Films_directed_by_John_Badham
5439,20,13217,res:Blue_Thunder,dct:subject,"cat:Films_shot_in_Burbank,_California"
5439,20,13218,res:Blue_Thunder,dct:subject,cat:Films_produced_by_Gordon_Carroll
5439,20,13219,res:Blue_Thunder,dct:subject,cat:Films_with_screenplays_by_Dan_O'Bannon
5439,20,13220,res:Blue_Thunder,dct:subject,cat:Films_scored_by_Arthur_B._Rubinstein
5439,20,13221,res:Blue_Thunder,dct:subject,cat:1983_films
5439,20,13222,res:Blue_Thunder,dct:subject,cat:American_aviation_films
5439,20,13223,res:Blue_Thunder,dct:subject,cat:American_police_detective_films
5439,20,13224,res:Blue_Thunder,dct:subject,cat:Films_adapted_into_television_shows
5439,20,13225,res:Blue_Thunder,dct:subject,cat:Films_set_in_California
5439,20,13226,res:Blue_Thunder,dct:subject,cat:Films_shot_in_California
5439,20,13227,res:Blue_Thunder,dct:subject,cat:Films_shot_in_Los_Angeles
5439,20,13228,res:Blue_Thunder,dct:subject,cat:Fictional_portrayals_of_the_Los_Angeles_Police_Department
5439,20,13229,res:Blue_Thunder,dct:subject,cat:Films_set_in_1983
5439,20,13230,res:Blue_Thunder,dct:subject,cat:1983_action_thriller_films
5439,8,13231,res:Blue_Thunder,dbo:director,res:John_Badham
5439,12,13232,res:Blue_Thunder,dbo:musicComposer,res:Arthur_B._Rubinstein
5439,17,13233,res:Blue_Thunder,dbo:starring,res:Candy_Clark
5439,17,13234,res:Blue_Thunder,dbo:starring,res:Roy_Scheider
5439,17,13235,res:Blue_Thunder,dbo:starring,res:Malcolm_McDowell
5439,17,13236,res:Blue_Thunder,dbo:starring,res:Warren_Oates
5439,17,13237,res:Blue_Thunder,dbo:starring,res:Daniel_Stern_(actor)
5439,19,13238,res:Blue_Thunder,dbo:writer,res:Dan_O'Bannon
5440,20,13097,res:Roxanne_(film),dct:subject,cat:1980s_American_films
5440,20,13098,res:Roxanne_(film),dct:subject,cat:1980s_English-language_films
5440,20,13163,res:Roxanne_(film),dct:subject,cat:Columbia_Pictures_films
5440,20,13239,res:Roxanne_(film),dct:subject,cat:1987_films
5440,20,13240,res:Roxanne_(film),dct:subject,cat:American_romantic_comedy_films
5440,20,13241,res:Roxanne_(film),dct:subject,cat:Films_about_firefighting
5440,20,13242,res:Roxanne_(film),dct:subject,cat:Films_shot_in_British_Columbia
5440,20,13243,res:Roxanne_(film),dct:subject,cat:Films_directed_by_Fred_Schepisi
5440,20,13244,res:Roxanne_(film),dct:subject,cat:Films_scored_by_Bruce_Smeaton
5440,20,13245,res:Roxanne_(film),dct:subject,cat:1987_romantic_comedy_films
5440,20,13246,res:Roxanne_(film),dct:subject,cat:Films_with_screenplays_by_Steve_Martin
5440,20,13247,res:Roxanne_(film),dct:subject,cat:Films_based_on_Cyrano_de_Bergerac_(play)
5440,8,13248,res:Roxanne_(film),dbo:director,res:Fred_Schepisi
5440,12,13249,res:Roxanne_(film),dbo:musicComposer,res:Bruce_Smeaton
5440,17,13250,res:Roxanne_(film),dbo:starring,res:Rick_Rossovich
5440,17,13251,res:Roxanne_(film),dbo:starring,res:Fred_Willard
5440,17,13252,res:Roxanne_(film),dbo:starring,res:Steve_Martin
5440,19,13252,res:Roxanne_(film),dbo:writer,res:Steve_Martin
5440,17,13253,res:Roxanne_(film),dbo:starring,res:Daryl_Hannah
5440,17,13254,res:Roxanne_(film),dbo:starring,res:Michael_J._Pollard
5440,17,13255,res:Roxanne_(film),dbo:starring,res:Shelley_Duvall
5441,20,13082,res:Fright_Night,dct:subject,cat:American_independent_films
5441,20,13097,res:Fright_Night,dct:subject,cat:1980s_American_films
5441,20,13098,res:Fright_Night,dct:subject,cat:1980s_English-language_films
5441,20,13163,res:Fright_Night,dct:subject,cat:Columbia_Pictures_films
5441,20,13227,res:Fright_Night,dct:subject,cat:Films_shot_in_Los_Angeles
5441,20,13256,res:Fright_Night,dct:subject,cat:1985_films
5441,20,13257,res:Fright_Night,dct:subject,cat:American_supernatural_horror_films
5441,20,13258,res:Fright_Night,dct:subject,cat:American_teen_horror_films
5441,20,13259,res:Fright_Night,dct:subject,cat:Fright_Night_(franchise)
5441,20,13260,res:Fright_Night,dct:subject,cat:Films_directed_by_Tom_Holland
5441,20,13261,res:Fright_Night,dct:subject,cat:Films_adapted_into_comics
5441,20,13262,res:Fright_Night,dct:subject,cat:1985_independent_films
5441,20,13263,res:Fright_Night,dct:subject,cat:American_vampire_films
5441,20,13264,res:Fright_Night,dct:subject,cat:1980s_teen_horror_films
5441,20,13265,res:Fright_Night,dct:subject,cat:1985_horror_films
5441,20,13266,res:Fright_Night,dct:subject,cat:Films_scored_by_Brad_Fiedel
5441,20,13267,res:Fright_Night,dct:subject,cat:1985_directorial_debut_films
5441,8,13268,res:Fright_Night,dbo:director,res:Tom_Holland_(filmmaker)
5441,19,13268,res:Fright_Night,dbo:writer,res:Tom_Holland_(filmmaker)
5441,12,13269,res:Fright_Night,dbo:musicComposer,res:Brad_Fiedel
5441,17,13270,res:Fright_Night,dbo:starring,res:Roddy_McDowall
5441,17,13271,res:Fright_Night,dbo:starring,res:Chris_Sarandon
5441,17,13272,res:Fright_Night,dbo:starring,res:Stephen_Geoffreys
5441,17,13273,res:Fright_Night,dbo:starring,res:William_Ragsdale
5441,17,13274,res:Fright_Night,dbo:starring,res:Amanda_Bearse
5442,20,13155,res:Hard_Times_(1975_film),dct:subject,cat:1970s_American_films
5442,20,13155,res:Hard_Times_(1975_film),dct:subject,cat:1970s_American_films
5442,20,13156,res:Hard_Times_(1975_film),dct:subject,cat:1970s_English-language_films
5442,20,13156,res:Hard_Times_(1975_film),dct:subject,cat:1970s_English-language_films
5442,20,13163,res:Hard_Times_(1975_film),dct:subject,cat:Columbia_Pictures_films
5442,20,13163,res:Hard_Times_(1975_film),dct:subject,cat:Columbia_Pictures_films
5442,20,13204,res:Hard_Times_(1975_film),dct:subject,cat:Films_set_in_Louisiana
5442,20,13204,res:Hard_Times_(1975_film),dct:subject,cat:Films_set_in_Louisiana
5442,20,13206,res:Hard_Times_(1975_film),dct:subject,cat:Films_shot_in_New_Orleans
5442,20,13206,res:Hard_Times_(1975_film),dct:subject,cat:Films_shot_in_New_Orleans
5442,20,13275,res:Hard_Times_(1975_film),dct:subject,cat:Films_scored_by_Barry_De_Vorzon
5442,20,13275,res:Hard_Times_(1975_film),dct:subject,cat:Films_scored_by_Barry_De_Vorzon
5442,20,13276,res:Hard_Times_(1975_film),dct:subject,cat:Underground_fighting_films
5442,20,13276,res:Hard_Times_(1975_film),dct:subject,cat:Underground_fighting_films
5442,20,13277,res:Hard_Times_(1975_film),dct:subject,cat:1975_drama_films
5442,20,13277,res:Hard_Times_(1975_film),dct:subject,cat:1975_drama_films
5442,20,13278,res:Hard_Times_(1975_film),dct:subject,cat:1975_films
5442,20,13278,res:Hard_Times_(1975_film),dct:subject,cat:1975_films
5442,20,13279,res:Hard_Times_(1975_film),dct:subject,cat:American_action_drama_films
5442,20,13279,res:Hard_Times_(1975_film),dct:subject,cat:American_action_drama_films
5442,20,13280,res:Hard_Times_(1975_film),dct:subject,cat:Fictional_portrayals_of_the_New_Orleans_Police_Department
5442,20,13280,res:Hard_Times_(1975_film),dct:subject,cat:Fictional_portrayals_of_the_New_Orleans_Police_Department
5442,20,13281,res:Hard_Times_(1975_film),dct:subject,cat:Films_set_in_the_1930s
5442,20,13281,res:Hard_Times_(1975_film),dct:subject,cat:Films_set_in_the_1930s
5442,20,13282,res:Hard_Times_(1975_film),dct:subject,cat:American_boxing_films
5442,20,13282,res:Hard_Times_(1975_film),dct:subject,cat:American_boxing_films
5442,20,13283,res:Hard_Times_(1975_film),dct:subject,cat:Films_directed_by_Walter_Hill
5442,20,13283,res:Hard_Times_(1975_film),dct:subject,cat:Films_directed_by_Walter_Hill
5442,20,13284,res:Hard_Times_(1975_film),dct:subject,cat:Films_with_screenplays_by_Walter_Hill
5442,20,13284,res:Hard_Times_(1975_film),dct:subject,cat:Films_with_screenplays_by_Walter_Hill
5442,20,13285,res:Hard_Times_(1975_film),dct:subject,cat:1970s_action_drama_films
5442,20,13285,res:Hard_Times_(1975_film),dct:subject,cat:1970s_action_drama_films
5442,20,13286,res:Hard_Times_(1975_film),dct:subject,cat:1975_directorial_debut_films
5442,20,13286,res:Hard_Times_(1975_film),dct:subject,cat:1975_directorial_debut_films
5442,20,13287,res:Hard_Times_(1975_film),dct:subject,cat:Great_Depression_films
5442,20,13287,res:Hard_Times_(1975_film),dct:subject,cat:Great_Depression_films
5442,8,13288,res:Hard_Times_(1975_film),dbo:director,res:Walter_Hill_(director)
5442,19,13288,res:Hard_Times_(1975_film),dbo:writer,res:Walter_Hill_(director)
5442,8,13288,res:Hard_Times_(1975_film),dbo:director,res:Walter_Hill_(director)
5442,19,13288,res:Hard_Times_(1975_film),dbo:writer,res:Walter_Hill_(director)
5442,12,13289,res:Hard_Times_(1975_film),dbo:musicComposer,res:Barry_De_Vorzon
5442,12,13289,res:Hard_Times_(1975_film),dbo:musicComposer,res:Barry_De_Vorzon
5442,17,13290,res:Hard_Times_(1975_film),dbo:starring,res:Strother_Martin
5442,17,13290,res:Hard_Times_(1975_film),dbo:starring,res:Strother_Martin
5442,17,13291,res:Hard_Times_(1975_film),dbo:starring,res:James_Coburn
5442,17,13291,res:Hard_Times_(1975_film),dbo:starring,res:James_Coburn
5442,17,13292,res:Hard_Times_(1975_film),dbo:starring,res:Charles_Bronson
5442,17,13292,res:Hard_Times_(1975_film),dbo:starring,res:Charles_Bronson
5442,17,13293,res:Hard_Times_(1975_film),dbo:starring,res:Jill_Ireland
5442,17,13293,res:Hard_Times_(1975_film),dbo:starring,res:Jill_Ireland
5443,20,13163,res:Pal_Joey_(film),dct:subject,cat:Columbia_Pictures_films
5443,20,13294,res:Pal_Joey_(film),dct:subject,cat:1950s_American_films
5443,20,13295,res:Pal_Joey_(film),dct:subject,cat:1950s_English-language_films
5443,20,13296,res:Pal_Joey_(film),dct:subject,cat:1957_films
5443,20,13297,res:Pal_Joey_(film),dct:subject,cat:Films_based_on_American_novels
5443,20,13298,res:Pal_Joey_(film),dct:subject,cat:Films_based_on_musicals
5443,20,13299,res:Pal_Joey_(film),dct:subject,cat:Films_set_in_San_Francisco
5443,20,13300,res:Pal_Joey_(film),dct:subject,cat:Films_shot_in_San_Francisco
5443,20,13301,res:Pal_Joey_(film),dct:subject,cat:American_musical_comedy_films
5443,20,13302,res:Pal_Joey_(film),dct:subject,cat:1957_musical_comedy_films
5443,20,13303,res:Pal_Joey_(film),dct:subject,cat:Films_directed_by_George_Sidney
5443,20,13304,res:Pal_Joey_(film),dct:subject,cat:Films_featuring_a_Best_Musical_or_Comedy_Actor_Golden_Globe_winning_performance
5443,8,13305,res:Pal_Joey_(film),dbo:director,res:George_Sidney
5443,17,13306,res:Pal_Joey_(film),dbo:starring,res:Rita_Hayworth
5443,17,13307,res:Pal_Joey_(film),dbo:starring,res:Frank_Sinatra
5443,17,13308,res:Pal_Joey_(film),dbo:starring,res:Kim_Novak
5443,19,13309,res:Pal_Joey_(film),dbo:writer,res:Dorothy_Kingsley
5444,20,13097,res:Iron_Eagle,dct:subject,cat:1980s_American_films
5444,20,13098,res:Iron_Eagle,dct:subject,cat:1980s_English-language_films
5444,20,13201,res:Iron_Eagle,dct:subject,cat:1986_films
5444,20,13209,res:Iron_Eagle,dct:subject,cat:TriStar_Pictures_films
5444,20,13222,res:Iron_Eagle,dct:subject,cat:American_aviation_films
5444,20,13226,res:Iron_Eagle,dct:subject,cat:Films_shot_in_California
5444,20,13310,res:Iron_Eagle,dct:subject,cat:Films_set_in_the_Mediterranean_Sea
5444,20,13311,res:Iron_Eagle,dct:subject,cat:1980s_Canadian_films
5444,20,13312,res:Iron_Eagle,dct:subject,cat:American_action_films
5444,20,13313,res:Iron_Eagle,dct:subject,cat:American_coming-of-age_films
5444,20,13314,res:Iron_Eagle,dct:subject,cat:English-language_Canadian_films
5444,20,13315,res:Iron_Eagle,dct:subject,cat:Films_set_in_the_United_States
5444,20,13316,res:Iron_Eagle,dct:subject,cat:Films_set_in_a_fictional_country
5444,20,13317,res:Iron_Eagle,dct:subject,cat:Films_about_the_United_States_Air_Force
5444,20,13318,res:Iron_Eagle,dct:subject,cat:Cold_War_aviation_films
5444,20,13319,res:Iron_Eagle,dct:subject,cat:Films_directed_by_Sidney_J._Furie
5444,20,13320,res:Iron_Eagle,dct:subject,cat:Films_scored_by_Basil_Poledouris
5444,20,13321,res:Iron_Eagle,dct:subject,cat:Films_shot_in_Israel
5444,20,13322,res:Iron_Eagle,dct:subject,cat:1980s_action_films
5444,20,13323,res:Iron_Eagle,dct:subject,cat:Canadian_aviation_films
5444,20,13324,res:Iron_Eagle,dct:subject,cat:Iron_Eagle_(film_series)
5444,20,13325,res:Iron_Eagle,dct:subject,cat:Canadian_action_films
5445,20,13125,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Self-reflexive_films
5445,20,13156,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:1970s_English-language_films
5445,20,13278,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:1975_films
5445,20,13286,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:1975_directorial_debut_films
5445,20,13326,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_about_wizards
5445,20,13327,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_with_screenplays_by_Michael_Palin
5445,20,13328,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_shot_in_Scotland
5445,20,13329,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_with_screenplays_by_Eric_Idle
5445,20,13330,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:1970s_British_films
5445,20,13331,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:1970s_adventure_comedy_films
5445,20,13332,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_directed_by_Terry_Gilliam
5445,20,13333,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:1970s_fantasy_comedy_films
5445,20,13334,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_set_in_the_10th_century
5445,20,13335,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_with_screenplays_by_Graham_Chapman
5445,20,13336,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_with_screenplays_by_Terry_Gilliam
5445,20,13337,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Monty_Python_films
5445,20,13338,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_with_live_action_and_animation
5445,20,13339,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Fiction_about_God
5445,20,13340,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_adapted_into_plays
5445,20,13341,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:Films_about_the_Holy_Grail
5445,20,13342,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:1975_comedy_films
5445,20,13343,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:British_fantasy_comedy_films
5445,20,13344,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:EMI
5445,20,13345,res:Monty_Python_and_the_Holy_Grail,dct:subject,cat:EMI_Films_films
