user_id:token,item_id:token,timestamp,rating:float
A1BATHNY2QAZI2,0767834739,2013-04-27,1.0
AELXRFUOBKUYM,0767834739,2013-02-21,1.0
A3DKMTKGUWKFZK,0767834739,2013-02-20,1.0
A2AYEHC9KUBWWG,0767834739,2012-12-31,1.0
AXOZ5BWOEDL76,0767817486,2014-04-24,1.0
A1EAMAQ8BSI0LY,0767817486,2013-09-15,1.0
A2ZYDGB8S48T4J,0767817486,2013-05-11,1.0
A2IS16K96YSFDV,0767817486,2012-04-11,1.0
AJDJ6SQUDORP6,0767817486,2011-12-04,1.0
A3UDYY6L2NH3JS,0767817486,2010-04-04,1.0
A2AK7ZFKW08HID,0767834739,2012-05-14,1.0
A1RD1LL5E5JZOT,0767834739,2011-12-12,1.0
A2FRKEXDXDN1KI,0767817486,2009-07-21,1.0
A3FL6CIO8QIJ2F,0767817486,2009-06-02,1.0
AJRFZ0VZ0LD26,0767817486,2009-05-07,1.0
AGZVS6M8XJGN6,0767817486,2007-01-07,1.0
AMYW43AHO16SS,0767817486,2006-08-04,1.0
A3LU79BYMWZEW9,0767817486,2006-02-03,1.0
A2HII4U9WQ0XUV,0767817486,2005-12-14,1.0
A30TK6U7DNS82R,0767817486,2005-08-29,1.0
A86R2KZIFHKLB,0767834739,2011-06-25,1.0
A23M34LR1SQHS9,0767818105,2014-02-11,1.0
A25ZVI6RH1KA5L,0767817486,2004-10-10,1.0
AAA9VK0SBM22D,0767818105,2013-08-16,1.0
A3HJAIFRRFHUAB,0767818105,2013-08-10,1.0
A2HVL790PBWYTU,0767834739,2010-09-25,1.0
A16CZRQL23NOIW,0767817486,2004-06-18,1.0
A2ASIT0JYIGHTA,0767817486,2003-12-21,1.0
AD5JI9UN98JPH,0767818105,2013-06-15,1.0
A2C5LA07JCDWTN,0767817486,2002-08-29,1.0
A2FJBJ947VUOGT,0767817486,2001-08-20,1.0
A1YC9XEDFKXPLK,0767817486,2001-02-28,1.0
A8TIUOKFIV4TZ,0767834739,2010-02-02,1.0
A1D2ZN57YG2NMH,0767834739,2010-01-22,1.0
A1YZMGEC9ELI4L,0767834739,2010-01-13,1.0
A2FRKEXDXDN1KI,0767818105,2009-05-06,1.0
A11KRMIA0ES88I,0767818105,2008-02-26,1.0
A2Q5Y2EMS6KDWI,0767818105,2007-12-18,1.0
A1S4NMO34CBCMJ,0767834739,2009-10-05,1.0
A3RNP5X8ZGZIEI,0767818105,2007-06-06,1.0
A3OEECMCM2T4KQ,0767818105,2007-04-01,1.0
A1X7FS1H4R02W1,0767818105,2007-02-17,1.0
AF3X7J0XC391L,0767818105,2006-12-29,1.0
A2HVL790PBWYTU,0767818105,2006-07-09,1.0
AGRR05FH945HR,0767818105,2005-11-03,1.0
A2Z5XUM00YMDGA,0767818105,2005-10-04,1.0
A2CW9IQAPFEYLM,0767818105,2005-03-17,1.0
A28OB1QLXN5BM6,0767834739,2009-07-28,1.0
A1QQPIUXWD4G0Z,0767818105,2004-08-05,1.0
A16QODENBJVUI1,0767818105,2003-11-15,1.0
A38QJ7JUUTVLKX,0767818105,2003-02-20,1.0
A1K4VAYQQLNFVS,0767818105,2002-07-27,1.0
A3DPLL63LBKJM1,0767834739,2008-09-27,1.0
A1I7QGUDP043DG,0767834739,2008-06-16,1.0
A244CRJ2QSVLZ4,0767834739,2008-01-30,1.0
A1CYRTQ04LYI55,0767834739,2008-01-27,1.0
A1GHUN5HXMHZ89,0767834739,2007-07-06,1.0
A1RP6YCOS5VJ5I,0767834739,2006-09-26,1.0
A1FCWRSICTO2AH,0767834739,2006-06-29,1.0
ASIA7V7CBSKD3,0767834739,2006-06-10,1.0
A17O7AGDZPOJSS,0767834739,2006-02-13,1.0
AIFXFHO2N9WJB,0767834739,2006-02-08,1.0
A1GYY2LHM35IQG,0767834739,2005-11-28,1.0
A3S0IVFM83ZSE7,0767834739,2005-10-28,1.0
A23F0RW1RUBBDF,0767834739,2005-08-15,1.0
A1VCLTAGM5RLND,0767834739,2005-07-23,1.0
A457S8SW690NM,0767834739,2005-07-03,1.0
A3GKPMHV4U64IY,0767834739,2005-06-22,1.0
A13H7Q4JVK6DTV,0767834739,2005-04-16,1.0
A2OLJM7IREKPWZ,0767834739,2005-04-10,1.0
A3VQSFORKH8B7O,0767834739,2005-03-15,1.0
A8TM0MI3D9T29,0767834739,2005-03-14,1.0
A3KB1H0S7T6JX1,0767834739,2005-03-10,1.0
A1COW0UIB5HA9J,0767834739,2005-03-01,1.0
A22J9WI2PDAVJ,0767834739,2005-02-16,1.0
A3BUFAGPDKONX1,0767834739,2005-02-12,1.0
A3GTR7CIY91WNZ,0767834739,2005-02-03,1.0
A5I88702K12HM,0767834739,2005-01-22,1.0
A8LKIPGQV0UF4,0767834739,2005-01-19,1.0
A3LZGLA88K0LA0,0767834739,2005-01-17,1.0
A1AISPOIIHTHXX,0767834739,2005-01-16,1.0
A1AYN3IIUNQCIA,0767834739,2005-01-08,1.0
A25ZVI6RH1KA5L,0767834739,2005-01-06,1.0
A3REUILBAGPS06,0767834739,2005-01-05,1.0
A1CDNTB7377YH2,0767834739,2005-01-03,1.0
A3SBVTRU7301II,0767834739,2005-01-02,1.0
ALG3BXK0FP8M5,0767834739,2004-12-30,1.0
A1W0ODR0SK9H4R,0767834739,2004-12-30,1.0
A2JG0Z691ZEC5,0767834739,2004-12-29,1.0
A2IU2BSVWQLKJ7,0767834739,2004-12-29,1.0
A37ZOGOK3GKF2P,0767834739,2004-12-29,1.0
A2G4MGVWR20OOI,0767834739,2004-11-25,1.0
A3VHV0NV7NKQPC,0767834739,2004-10-12,1.0
A3E5OY3YLZMOA9,0767834739,2004-09-20,1.0
A3O5T5VAQ3TD17,0767834739,2004-09-19,1.0
A3EAU736LWTDCE,0767834739,2004-09-16,1.0
A3LZBOBV9H1HDV,0767834739,2004-09-12,1.0
A96K1ZGW56S2I,0767834739,2004-09-11,1.0
A1TW9ZGRDQQZ2Y,0767834739,2004-09-10,1.0
A1RNLPUDOD5ZNG,0767834739,2004-07-12,1.0
A2X44DD1TN0P13,0767821807,2000-03-10,1.0
A2FQ1USWVZMPD8,0767821807,2014-04-13,1.0
A2SMUTOINJQDU3,0767821807,2014-03-25,1.0
A3RTBR3SF2BC8U,0767821807,2013-10-28,1.0
A3SGLVR09WCPP6,0767821807,2012-11-29,1.0
ANCOMAI0I7LVG,0767821807,2012-08-30,1.0
AFVROUVTT63XM,0767821807,2012-08-21,1.0
A2JDYUSI2RILEB,0767821807,2012-05-15,1.0
A2F3SXHT6RBV81,0767821807,2008-11-05,1.0
ABH4G7TVI6G2T,0767821807,2008-03-17,1.0
A3RNP5X8ZGZIEI,0767821807,2008-01-17,1.0
A220FJEQNGMSRN,0767821807,2007-12-29,1.0
AR4WR4QGNXJOJ,0767821807,2007-08-23,1.0
AQ8DU6XVA3USJ,0767821807,2005-01-04,1.0
A3LU79BYMWZEW9,0767821807,2003-05-24,1.0
A2FRKEXDXDN1KI,0767850823,2000-06-25,1.0
AINEXVPR5094O,0767850823,2002-07-29,1.0
A3IK9BLS3BWM96,0767821610,1999-08-04,1.0
A3MCEFHHX3IXJ5,0767836359,2014-03-09,1.0
A6VXZ1EEPRTLV,0767821610,2013-03-17,1.0
A35ZK3M8L9JUPX,0767821610,2010-03-02,1.0
A2AKDKY2LNMQVK,0767836359,2014-01-09,1.0
A1C0NMCONVFVF4,0767821610,2008-04-30,1.0
AIMR915K4YCN,0767821610,2008-01-18,1.0
AQ01Q3070LT29,0767821610,2006-10-27,1.0
A7Y6AVS576M03,0767821610,2006-06-03,1.0
A3LZGLA88K0LA0,0767821610,2003-12-04,1.0
A1QFQ9SQZVGUK4,0767821610,2003-10-22,1.0
AW4MT9WP95TVD,0767821610,2002-06-21,1.0
A11BCJJG91KVOY,0767821610,2002-06-05,1.0
A3KMTOFTUUNFHG,0767821610,2002-01-15,1.0
A1HO9J4DCQDGP9,0767821610,2001-11-13,1.0
A3NGGD456VRNU6,0767836359,2013-11-25,1.0
A2FT7XIQYANN87,0767836359,2013-11-21,1.0
A1ODIT5QV1PU1I,0767836359,2013-11-15,1.0
A22GJ2SRENMZS0,0767836359,2013-08-23,1.0
A18K1QVYDXBAKB,0767836359,2013-08-16,1.0
A4H16CX7AR4P7,0767836359,2013-08-14,1.0
A2T476K3SOGCBB,0767836359,2013-08-05,1.0
A1PASRZ81DY9C,0767836359,2013-07-28,1.0
AARHFHP17QFNG,0767836359,2013-06-13,1.0
AKV2BGUT50B1X,0767836359,2013-04-26,1.0
A2I9WSHWUBKGF1,0767836359,2012-12-26,1.0
A26N27LJVQNVI1,0767836359,2012-11-28,1.0
A1ALSICU60OT29,0767836359,2012-11-20,1.0
ANGH6401L9Y0T,0767836359,2012-05-13,1.0
A3C54XWT93R2WY,0767836359,2012-03-06,1.0
ANCOMAI0I7LVG,0767836359,2011-03-01,1.0
AUM3YMZ0YRJE0,0767836359,2010-10-12,1.0
AI46E73DWKD2B,0767836359,2010-08-04,1.0
AG4J1EPXZZKKB,0767836359,2010-02-06,1.0
A35ZK3M8L9JUPX,0767836359,2010-01-09,1.0
A22RY8N8CNDF3A,0767836359,2009-09-25,1.0
A1ST1XBL6EQTBV,0767836359,2009-07-30,1.0
A3FDEI5P21XX6S,0767836359,2009-07-26,1.0
A3P1508PZ0UADD,0767836359,2008-08-06,1.0
A328547P5BGZC,0767836359,2008-07-19,1.0
AH2H6YQF8H4PL,0767836359,2007-06-21,1.0
A28WJUJF6D2ULA,0767836359,2006-09-26,1.0
AXZSJ1QGXDXQT,0767836359,2006-02-14,1.0
A2XRZV63X79YSJ,0767836359,2006-01-20,1.0
A1JH5J1KQAUBMP,0767836359,2005-09-17,1.0
AVC8ZAFPYOHZL,0767836359,2005-07-01,1.0
A2XRMQA6PJ5ZJ8,0767836359,2005-05-25,1.0
A356TJCTCLDN89,0767836359,2004-12-26,1.0
A1L8HRCM60W0W7,0767836359,2004-01-17,1.0
A15Q9YEG1XPEJN,0767836359,2003-12-09,1.0
A82LIVYSX6WZ9,0767836359,2003-11-10,1.0
A1KALHQD4LWAKO,0767836359,2003-11-05,1.0
A2ODBHT4URXVXQ,0767836359,2003-06-26,1.0
ALR35EFI69S5R,0767836359,2002-10-01,1.0
A3K5IMGDCDBCNF,0767836359,2000-11-01,1.0
A2OXDJP1Z3LNOK,0767836359,2000-10-30,1.0
A2WPLMCSJEZIEY,0767853636,2014-05-27,1.0
A3NRHO869902K4,0767853636,2014-05-05,1.0
A2OI39YGJQUC61,0767853636,2014-04-28,1.0
A3DPU8ONZS4UBS,0767853636,2014-02-21,1.0
A3CLQ6QQL6FYPB,0767853636,2013-12-07,1.0
A2LYAMHUS1UCPV,0767853636,2013-08-13,1.0
A2SX0AP507CQ1Z,0767853636,2013-08-08,1.0
AOG975LXYLX3D,0767853636,2013-06-24,1.0
A1MI89BEP1GNO1,0767853636,2013-06-18,1.0
A1PR73EKCVMKMV,0767853636,2013-05-16,1.0
A29TKSIWA3JKF3,0767853636,2013-04-19,1.0
A3JJ21YCMGSKGH,0767853636,2013-02-16,1.0
A1BLT7XVO4JLW5,0767853636,2013-02-08,1.0
AEZ8WH06SEW6K,0767853636,2013-01-03,1.0
A2UO0MN92AQ4L3,0767853636,2012-12-13,1.0
A2FRKEXDXDN1KI,0767853636,2012-12-01,1.0
A2ARRAMXWT83PT,0767839277,2000-08-10,1.0
A5V1EF2BNERO9,0767853636,2009-03-15,1.0
ANCOMAI0I7LVG,0767853636,2008-12-30,1.0
A1X7FS1H4R02W1,0767853636,2008-04-07,1.0
A2FU3HUKK4PFM8,0767853636,2007-06-12,1.0
A37S3ACL57LN62,0767853636,2007-03-21,1.0
A24H4MQR1BU7CT,0767853636,2006-07-17,1.0
A2BNNU4ELFKK4N,0767853636,2006-04-29,1.0
A30TK6U7DNS82R,0767853636,2005-11-15,1.0
AF7JCEOIGIS4N,0767853636,2004-09-26,1.0
ADLN37B0153N,0767853636,2004-02-03,1.0
A1QFQ9SQZVGUK4,0767853636,2004-01-13,1.0
A3RNC9BGR4J1ZF,0767853636,2003-10-26,1.0
A2NLDZ1ISQV2Z7,0767853636,2002-07-21,1.0
AYBBTTEVO8WZU,0767853636,2002-06-09,1.0
A1LEFRG2X96CHM,0767853636,2001-07-25,1.0
A3KWXO6QE62Z5E,0767853636,2001-05-03,1.0
AW003H7Z3OCHA,0767853636,2001-01-08,1.0
ABH4G7TVI6G2T,0767853636,2000-10-21,1.0
A17D77DFID0GZG,0767824555,1999-06-09,1.0
A1TN8A6PENVN8D,0767824555,2014-06-29,1.0
A1HTU3BEHDKKLI,0767824555,2014-06-13,1.0
A1PGC1GEBY9CZU,0767824555,2014-04-11,1.0
A1JO9ASNRPW2IG,0767824555,2014-02-25,1.0
A1L2IYHUNSY56W,0767824555,2013-07-09,1.0
A1K6K23WG0IBWE,0767824555,2013-05-04,1.0
A1ELOBOYQD6UMQ,0767824555,2013-01-28,1.0
A15IBKVA8KGTUF,0767824555,2012-06-16,1.0
A3TO3AY1UFM83U,0767824555,2011-09-27,1.0
A1RW8HSQ5XGIKK,0767824555,2011-09-14,1.0
A2HVL790PBWYTU,0767824555,2009-11-08,1.0
A1TBSKSPZHAYHG,0767824555,2009-03-13,1.0
A3GD9BKIUT3I89,0767824555,2008-05-30,1.0
A1LZ4Q5FQ6IUM2,0767824555,2008-05-14,1.0
A22RY8N8CNDF3A,0767824555,2007-11-04,1.0
A3O536E2YOKK4Y,0767824555,2007-06-27,1.0
A141HP4LYPWMSR,0767824555,2005-08-24,1.0
A1R8LZYZR3377O,0767824555,2005-07-22,1.0
ABLOQZIL42W7I,0767824555,2005-07-16,1.0
A2Q13PHEXGR48Q,0767824555,2005-01-30,1.0
A3DSTOJPRMV674,0767824555,2004-12-27,1.0
A39LRLKACX89IP,0767824555,2004-01-18,1.0
A2CT2SA6KFE8GC,0767824555,2003-10-08,1.0
A1D2Z6UOCT9456,0767824555,2000-10-17,1.0
A2M0FW9AFTG72V,0767839277,2013-09-25,1.0
AUNI7M1P9QKA6,0767839277,2013-05-10,1.0
A24314ZRNRP70B,0767839277,2012-12-30,1.0
AZPWZPZX2F9EB,0767839277,2012-11-28,1.0
ATHTCOG6BB6WK,0767839277,2012-07-02,1.0
A26WVK274IA7DN,0767839277,2006-08-22,1.0
A3KF4IP2MUS8QQ,0767839277,2004-01-11,1.0
A96K1ZGW56S2I,0767839277,2003-01-26,1.0
A1C9GCHR99WX3F,0767839277,2002-12-26,1.0
A2UCW32I8QPJ51,0767824571,2014-06-19,1.0
A16TYQNUVUB1F9,0767824571,2014-04-03,1.0
A16QK5IRMJHY0D,0767824571,2014-03-22,1.0
A2DCS39GFBJV24,0767824571,2014-02-18,1.0
A2T6T8JBP9DVCG,0767824571,2014-01-08,1.0
A2SP1LJZUEFL26,0767824571,2013-10-17,1.0
A27XX2C054UJ9U,0767824571,2013-09-25,1.0
A2YNT4QDEQX30F,0767824571,2013-08-25,1.0
A4RL6XMNONZ6U,0767824571,2013-07-31,1.0
A1C9N96N2M5D13,0767824571,2013-07-14,1.0
A2RT3ALS62WES1,0767824571,2013-06-24,1.0
A31UJ731BPTDEU,0767824571,2013-05-29,1.0
A1B5VH79ZIKCC4,0767824571,2013-04-08,1.0
