head_id,relation_id,tail_id
39097,3,39244
41411,3,39244
33123,3,39243
38913,3,39243
44686,3,39243
44549,3,39243
44295,3,39243
44236,3,39243
27473,3,39243
44260,3,39231
41638,3,39230
40663,3,39243
41000,3,39243
33723,3,34740
33975,3,34756
31145,3,34756
45739,3,34756
40219,3,34756
45587,3,34757
36903,3,34769
40632,3,34770
40344,3,34771
30831,3,34756
43172,3,34740
33723,3,34740
41855,3,39314
45621,3,39315
41738,3,39316
27432,3,39317
32331,3,39318
27939,3,39320
40466,3,34756
43015,3,39314
35772,3,39314
35389,3,39314
41145,3,39313
43540,3,39312
43263,3,39305
33973,3,39300
43191,3,39299
43476,3,39298
30477,3,39332
30936,3,39332
41827,3,39332
40222,3,39332
44309,3,39331
27132,3,34772
41309,3,39265
43640,3,39265
29960,3,39270
34765,3,34769
31817,3,39248
31992,3,39249
35126,3,39250
42282,3,34771
42272,3,39265
44633,3,34773
42438,3,34774
37498,3,34775
45664,3,34776
33429,3,34755
38130,3,34755
32306,3,34756
31020,3,39228
43274,3,39264
37492,3,39264
43976,3,39264
31231,3,39264
33740,3,39264
32405,3,39302
28410,3,39301
31779,3,39300
45269,3,39260
43202,3,39259
35658,3,39258
33546,3,39298
30953,3,39297
38622,3,39296
42501,3,39322
45763,3,34794
39910,3,34830
43501,3,34832
38671,3,39112
42422,3,39114
30904,3,39116
35552,3,34790
41282,3,34791
27264,3,34792
44558,3,34813
27670,3,34795
43208,3,34795
43206,3,34795
29557,3,34797
33370,3,34798
29521,3,28973
39614,3,28974
31635,3,34779
32164,3,39130
30818,3,39130
33757,3,39129
43219,3,39128
44146,3,39128
29853,3,39127
36637,3,39125
41073,3,39124
36234,3,39124
43355,3,39123
44312,3,39123
38728,3,39155
39272,3,39155
30314,3,34778
28929,3,34800
37329,3,34837
39807,3,34835
31030,3,34787
38559,3,34788
38559,3,34788
31037,3,34789
40718,3,34836
33465,3,34836
35412,3,34836
45531,3,34834
31967,3,34848
39923,3,34850
41398,3,34856
45206,3,28975
43364,3,28976
43401,3,34846
43515,3,34846
38754,3,34799
28067,3,34833
41705,3,34832
28654,3,34869
38253,3,34868
39937,3,34867
31269,3,34813
41270,3,34813
36984,3,34811
44312,3,39123
27551,3,39122
31829,3,39121
31620,3,39120
38404,3,34779
43324,3,34779
38404,3,34779
38270,3,39185
44989,3,39160
42893,3,39160
42731,3,39160
33766,3,34766
31195,3,34767
43539,3,34768
44313,3,34769
42301,3,39185
42679,3,34785
28388,3,39186
34821,3,39187
34901,3,39189
28027,3,39200
43035,3,39164
42021,3,39165
42489,3,39171
36328,3,39155
41663,3,34784
42644,3,34783
44185,3,34782
43183,3,34781
42961,3,34780
40662,3,34779
28679,3,34779
38404,3,34779
42053,3,39185
30350,3,39234
28585,3,39233
45016,3,39232
35582,3,39175
28045,3,39174
40678,3,39173
43062,3,39131
41101,3,39153
39559,3,39149
44787,3,39147
38292,3,39146
40404,3,39145
43609,3,39144
43301,3,39142
28634,3,39136
41793,3,39164
36445,3,39163
35358,3,39163
44636,3,39162
44241,3,39161
45591,3,39133
36153,3,39132
31292,3,39000
40586,3,39160
35176,3,39160
29012,3,39160
29706,3,39159
46095,3,39157
32326,3,39157
43561,3,39155
45569,3,39185
39990,3,39185
33811,3,39185
28989,3,39184
29192,3,39183
45855,3,39176
43561,3,39155
38728,3,39155
33090,3,34981
40653,3,35002
29447,3,35002
28393,3,35002
43611,3,35002
42466,3,35003
40958,3,35004
27548,3,35005
27969,3,35006
42913,3,38741
38137,3,34982
42371,3,34983
43171,3,34984
45759,3,35049
28508,3,35050
39533,3,35007
30188,3,34988
30851,3,38697
35098,3,35001
37440,3,35001
44971,3,35000
28065,3,38762
32448,3,38762
43026,3,38762
33175,3,38762
44851,3,38762
45300,3,38761
43334,3,38768
43683,3,38768
43683,3,38768
46135,3,38764
37226,3,38764
34917,3,38763
34873,3,35048
42456,3,38708
32948,3,38709
45340,3,38710
41846,3,38711
44005,3,35043
27515,3,35045
44022,3,35046
37483,3,35047
42456,3,38708
34873,3,35048
31057,3,35048
33071,3,35082
35565,3,35083
38166,3,35084
35724,3,35008
36876,3,35009
44635,3,38762
40116,3,38706
43502,3,35053
35707,3,35052
38654,3,35051
33227,3,35000
44926,3,35000
29531,3,34999
40383,3,34997
41834,3,35025
29716,3,35019
34873,3,35017
34873,3,35017
31057,3,35016
28070,3,35014
27511,3,35014
39508,3,38797
27939,3,38775
42877,3,38791
32159,3,38792
45199,3,38792
40651,3,38794
27771,3,38795
44177,3,38796
39508,3,38797
39493,3,38774
36153,3,38798
35189,3,38799
38431,3,38800
37928,3,38800
42255,3,38801
44854,3,38762
28528,3,38762
36840,3,38762
36210,3,38772
41369,3,38816
27987,3,38816
34691,3,38815
27998,3,38814
43904,3,38813
42578,3,38811
32197,3,38810
40886,3,38810
28242,3,38809
42643,3,38808
45096,3,38807
37356,3,38805
31054,3,38804
33663,3,38781
42961,3,38780
42961,3,38776
39403,3,38777
30844,3,38777
36156,3,38778
35845,3,38779
42148,3,38779
39667,3,38779
40645,3,38779
28613,3,38740
29026,3,38762
36494,3,38762
45654,3,38762
44629,3,38762
44381,3,34985
31844,3,34986
35769,3,34987
39800,3,35009
37651,3,38762
27289,3,38762
36923,3,38770
32004,3,38769
33125,3,38790
42035,3,38789
45604,3,38787
40006,3,38786
42331,3,38786
33724,3,38786
45596,3,38785
34343,3,38784
30898,3,38783
35642,3,38782
33664,3,38781
30760,3,38583
37701,3,35128
27164,3,35128
40447,3,35128
36762,3,35128
44733,3,35128
27325,3,38583
42895,3,38583
42308,3,38583
39904,3,35128
42606,3,38590
28415,3,38591
44116,3,38592
44469,3,38592
31152,3,38593
43217,3,38594
42674,3,38595
40824,3,38596
34067,3,35128
43384,3,35145
44491,3,35145
41164,3,35144
41171,3,35144
42898,3,35143
43808,3,38585
44011,3,38584
42918,3,38583
29914,3,38583
38160,3,38590
33857,3,38600
41539,3,38597
32085,3,35122
28776,3,35121
40030,3,38583
31949,3,38590
42043,3,38568
28243,3,38569
30069,3,38581
43237,3,38536
33592,3,38537
31988,3,38504
27995,3,38505
42362,3,38590
35607,3,38583
32375,3,38583
31263,3,38583
30444,3,38583
30446,3,38545
27903,3,38545
43043,3,38546
36055,3,35121
29556,3,38589
45775,3,38589
43849,3,38588
42876,3,38587
44428,3,38587
42092,3,38586
33463,3,38585
40931,3,38552
44852,3,38551
36839,3,38551
33862,3,38550
38454,3,38583
41344,3,38583
31932,3,38596
40884,3,38596
44987,3,35131
43820,3,28914
32687,3,28914
40633,3,35073
30012,3,35073
33583,3,35074
36465,3,35075
32960,3,35079
33489,3,35080
39282,3,28913
38295,3,35132
45696,3,35134
38169,3,35135
28659,3,35085
31193,3,35050
28221,3,35051
43729,3,38624
45647,3,38625
40995,3,35053
42469,3,35053
32626,3,35053
43502,3,35053
34873,3,35116
33622,3,35051
28221,3,35051
27463,3,35051
27159,3,35051
39648,3,35051
32794,3,38685
45076,3,38687
27245,3,38686
31867,3,35011
29330,3,35010
42776,3,38590
36147,3,35096
45080,3,35100
32526,3,35100
39267,3,35112
30488,3,35112
31534,3,28467
31949,3,38590
35031,3,38590
33312,3,35128
42760,3,38590
37621,3,35117
32081,3,35119
32805,3,35120
36055,3,35121
29761,3,35121
28776,3,35121
31047,3,38803
34713,3,35127
32247,3,35125
29241,3,35123
43121,3,35122
42234,3,35122
37668,3,35143
27619,3,35142
41836,3,35142
38219,3,38590
34873,3,35116
31057,3,35116
35056,3,38629
28917,3,38628
28833,3,38627
38909,3,38626
41674,3,38932
31872,3,38959
31872,3,38959
42784,3,38960
29790,3,38943
40174,3,38944
27149,3,38945
35419,3,38945
36600,3,38931
38159,3,38958
39629,3,38932
28807,3,38947
41406,3,38947
43436,3,38947
40765,3,38947
33219,3,38947
37932,3,38948
33395,3,38949
43296,3,38957
43319,3,38956
42263,3,38956
27902,3,38954
45875,3,38954
37193,3,38938
39917,3,38937
36719,3,38936
42369,3,38952
42369,3,38952
29153,3,38951
35859,3,38951
41805,3,38967
30028,3,38966
35276,3,38965
33670,3,38925
30522,3,38942
28894,3,38942
28787,3,38931
44760,3,38931
31821,3,38931
38177,3,38931
28665,3,38923
27939,3,38924
40134,3,38942
40954,3,38933
42452,3,38934
31793,3,38934
28275,3,38935
29061,3,38935
31339,3,38935
37175,3,38935
42390,3,38965
28993,3,38942
41420,3,38942
46128,3,38941
43796,3,38941
38138,3,38940
31832,3,38939
43144,3,38931
32889,3,38931
37586,3,38931
38219,3,38935
37720,3,38935
45000,3,38935
41239,3,38935
39947,3,38950
44293,3,38949
42859,3,38977
29065,3,38992
42570,3,38993
31025,3,38993
35603,3,38993
43471,3,38993
35805,3,38993
29383,3,38993
37403,3,38976
43112,3,38991
40968,3,38961
29134,3,38962
42123,3,38963
29412,3,38981
42218,3,38982
42218,3,38982
42368,3,38984
44532,3,38985
30012,3,38990
46143,3,38989
29394,3,38970
31944,3,38970
32241,3,38970
43780,3,38988
40905,3,38988
41008,3,38988
32888,3,39005
44400,3,39004
37302,3,39004
30489,3,39003
39540,3,39002
39540,3,39002
27871,3,39001
38893,3,38945
45882,3,38974
42077,3,38974
30084,3,38974
31237,3,38975
36165,3,38961
40838,3,38961
40968,3,38961
40840,3,38961
30943,3,38973
44206,3,38946
31871,3,38947
38216,3,38963
31981,3,38963
42000,3,38964
41253,3,38964
28703,3,38964
38274,3,38935
38398,3,38972
27508,3,38972
33929,3,38971
32126,3,38970
45875,3,38954
31033,3,38953
30699,3,38953
44976,3,38970
44041,3,38970
32201,3,38969
43134,3,38968
43392,3,38988
29570,3,38987
35023,3,38987
41527,3,38986
43292,3,34976
29433,3,34995
39324,3,38834
42847,3,38835
38082,3,38836
43033,3,34975
29972,3,34976
42870,3,34976
45988,3,34976
29874,3,34994
39284,3,34977
30171,3,38839
33784,3,38841
41335,3,38842
40932,3,38844
37749,3,38845
29553,3,38846
30139,3,38825
36881,3,34993
39181,3,34992
38328,3,34991
27419,3,34990
31427,3,34989
33938,3,38838
29610,3,38837
31592,3,38837
38081,3,38836
30133,3,38836
32120,3,38860
41807,3,38849
31475,3,38848
30095,3,38847
33982,3,38856
33560,3,38820
39399,3,38816
30736,3,38790
39399,3,38816
33556,3,38817
39867,3,38818
44111,3,38819
28826,3,38820
33163,3,38820
44416,3,38816
43236,3,38821
28277,3,38822
29261,3,38823
29261,3,38823
33856,3,38824
31847,3,38825
35432,3,38802
31272,3,38854
35164,3,38834
36461,3,38833
41812,3,38832
38173,3,38832
32440,3,38832
27287,3,38831
29548,3,38831
28025,3,38830
42124,3,38829
27547,3,38829
36434,3,38828
36437,3,38828
46025,3,38827
32612,3,38827
40839,3,38826
28780,3,38926
42971,3,38920
40580,3,38920
42274,3,38920
38921,3,38920
35433,3,34967
44101,3,34968
28879,3,34969
30017,3,38926
43581,3,38931
28514,3,38926
27151,3,38927
33550,3,38929
30800,3,38930
31956,3,38931
42937,3,38931
45287,3,38896
45287,3,38896
45267,3,38931
36345,3,38931
28396,3,38931
39872,3,38931
28804,3,38931
41763,3,38931
32696,3,38931
37410,3,38931
40016,3,38920
36925,3,38920
40628,3,38931
41360,3,38931
31148,3,38931
44914,3,38931
40105,3,38935
42259,3,34965
45850,3,38853
42728,3,38852
45410,3,38852
29038,3,38851
39625,3,38851
36809,3,38850
41807,3,38849
42108,3,34970
37231,3,34970
31794,3,34969
32778,3,34974
43871,3,34973
39965,3,34973
35433,3,34967
43760,3,34966
45502,3,39330
30184,3,34980
33893,3,34978
37118,3,34978
43499,3,34978
30865,3,34977
40033,3,34977
39440,3,38865
43554,3,38865
38034,3,38865
43000,3,38858
27805,3,38858
43406,3,38857
41682,3,38911
37514,3,38897
35621,3,38896
30934,3,34271
29247,3,34237
40574,3,34238
29422,3,34265
30137,3,34266
43414,3,34267
28191,3,34268
37468,3,34269
30962,3,34270
29250,3,34237
30756,3,34271
30935,3,34271
36576,3,34246
43857,3,34247
44271,3,34248
40518,3,34248
40004,3,34274
27172,3,34274
37597,3,34236
32403,3,34234
44275,3,34233
33549,3,34258
29457,3,34257
35740,3,34256
35457,3,34255
30132,3,34254
30132,3,34254
30751,3,34253
43964,3,34252
33707,3,34251
38738,3,34250
42467,3,34227
40001,3,34226
34864,3,34287
28632,3,34284
27520,3,34284
31912,3,34284
37789,3,34284
42217,3,34284
32098,3,34284
28632,3,34284
30499,3,34271
29542,3,34284
35672,3,34288
37901,3,34272
44969,3,34273
27679,3,34289
45031,3,34290
33022,3,34291
43319,3,34292
34394,3,34225
28366,3,34284
39866,3,34283
28673,3,34261
31950,3,34260
40223,3,34259
41291,3,34282
29514,3,34282
32057,3,34280
29885,3,34280
41948,3,34278
38890,3,34277
34263,3,34276
37362,3,34275
45388,3,34275
39336,3,34274
37692,3,34197
45077,3,34191
30486,3,34192
45928,3,34193
37664,3,34193
29236,3,34193
38916,3,34194
31476,3,34196
33398,3,34196
36703,3,34190
45019,3,34198
43589,3,34199
38665,3,34200
43513,3,34219
45084,3,34221
41998,3,29162
45893,3,29078
40230,3,29078
36411,3,34218
30826,3,34231
28021,3,34228
33820,3,34186
33820,3,34186
45941,3,34185
35626,3,34185
31107,3,34185
38466,3,34184
38488,3,34184
30438,3,34183
43149,3,34182
41795,3,34181
40119,3,34180
31908,3,34179
42295,3,34242
27368,3,34204
37319,3,34205
30292,3,34206
30931,3,29147
33221,3,29162
44038,3,29162
27176,3,34240
31814,3,34241
29454,3,34203
36917,3,34243
35704,3,34244
41296,3,34245
44053,3,34246
35899,3,34222
41103,3,34224
43861,3,34224
31792,3,34293
30826,3,34231
30826,3,34231
40914,3,34232
43258,3,34256
27711,3,34217
38406,3,34214
45697,3,34213
44060,3,34212
44433,3,34212
30257,3,34211
27355,3,34210
35063,3,34209
39539,3,29082
37588,3,29081
29080,3,29079
42682,3,34365
27696,3,34381
42813,3,34359
33865,3,34359
41251,3,34384
27499,3,34387
42004,3,34360
44213,3,34363
28042,3,34363
45860,3,34380
44123,3,34387
39401,3,34387
43547,3,34387
42122,3,34387
40890,3,34387
32037,3,34388
27447,3,34390
44431,3,34371
40056,3,34378
31238,3,34377
32466,3,34376
32467,3,34376
28695,3,34375
33359,3,34338
42986,3,34338
30816,3,34338
32243,3,34337
41787,3,34372
30695,3,34372
27899,3,34334
32373,3,34332
28942,3,34370
38862,3,34369
36628,3,34416
35672,3,34383
28015,3,34384
32370,3,34408
38134,3,34409
42276,3,34387
37328,3,34387
42641,3,34413
42633,3,34416
40377,3,34382
28793,3,34417
38109,3,34417
45263,3,34417
37926,3,34417
29614,3,34417
36918,3,34417
27422,3,34390
38313,3,34368
43724,3,34404
39210,3,34403
29057,3,34403
36356,3,34403
27663,3,34403
33366,3,34402
27982,3,34401
43482,3,34400
43848,3,34400
41485,3,34374
40127,3,34372
42883,3,34392
37699,3,34391
40127,3,34372
29617,3,34372
41883,3,34316
38519,3,34308
27923,3,34309
32061,3,34310
29265,3,34310
31356,3,34311
30069,3,34286
43072,3,34359
41289,3,34322
40632,3,34307
44064,3,34316
36754,3,34317
33432,3,34319
28392,3,34320
42891,3,34320
28322,3,34320
43445,3,34320
28322,3,34320
41640,3,34306
33866,3,34305
33866,3,34305
43877,3,34305
42557,3,34303
41455,3,34282
27525,3,34303
35613,3,34303
44324,3,34280
33068,3,34300
32636,3,34299
31992,3,34299
32634,3,34299
45121,3,34295
33468,3,34294
35733,3,34322
37888,3,34330
30332,3,34312
45238,3,34313
36724,3,34314
41861,3,34316
45118,3,34359
32335,3,34360
32195,3,34322
40295,3,34329
29342,3,34322
31718,3,34322
29113,3,29112
42842,3,29130
27435,3,34365
35109,3,34365
44562,3,34367
45762,3,34177
28697,3,34328
35107,3,34324
40100,3,34324
31429,3,34324
36533,3,34324
35699,3,34324
44875,3,34323
29840,3,29073
27183,3,34336
31240,3,34335
27411,3,34302
39403,3,34301
32195,3,34322
43024,3,34322
29320,3,34321
43961,3,34111
35661,3,34105
29621,3,34106
30722,3,34107
32890,3,34108
42553,3,34108
42752,3,34109
42901,3,28439
43272,3,39569
27385,3,34104
40953,3,34095
40953,3,34095
45665,3,34096
44432,3,39651
33569,3,39651
33845,3,39652
43618,3,39606
36555,3,39607
29249,3,34104
35433,3,34103
35433,3,34103
33826,3,39665
33826,3,39664
42216,3,39663
38326,3,39663
42120,3,34116
35668,3,34113
43314,3,28449
29406,3,28447
35391,3,28444
44556,3,28441
38255,3,28441
43418,3,28440
36784,3,34123
37929,3,34101
27878,3,34102
31626,3,28431
39793,3,28437
38579,3,28438
32900,3,34136
33905,3,34136
27139,3,34122
33328,3,34101
33131,3,34124
43674,3,34125
27846,3,34125
43518,3,34126
44644,3,34127
41451,3,34127
44644,3,34127
41537,3,28440
41173,3,34119
27359,3,34119
29921,3,34119
32802,3,34119
29921,3,34119
45112,3,34119
40919,3,34118
35642,3,34117
41612,3,34112
35185,3,34112
32775,3,34113
43713,3,34112
35706,3,39565
38037,3,39552
33953,3,39608
32188,3,39677
29477,3,39710
42771,3,39713
33785,3,39713
32153,3,39713
43480,3,39685
40952,3,39685
42802,3,39685
31783,3,39694
32850,3,39710
28884,3,39678
45406,3,39695
30191,3,39696
42668,3,34097
31950,3,34098
45549,3,34099
30855,3,34100
29275,3,34101
42071,3,39709
28663,3,39709
43446,3,39708
30466,3,39707
30466,3,39707
36961,3,39698
36883,3,34101
32962,3,39719
35645,3,39718
39553,3,39717
41839,3,39717
42816,3,39715
30850,3,39715
28994,3,39714
38722,3,39713
35463,3,34111
44056,3,39673
30146,3,39674
30503,3,39674
28295,3,39676
44157,3,39676
33110,3,39676
28333,3,29747
41565,3,34110
30921,3,39672
39690,3,39678
30073,3,39684
30073,3,39684
34344,3,39655
44292,3,39656
39632,3,39657
43418,3,28440
43025,3,34127
43822,3,39671
39113,3,39670
45673,3,39700
31907,3,39699
45657,3,39699
31072,3,39699
39294,3,39658
40063,3,28450
28666,3,34101
27968,3,34101
29034,3,34101
42365,3,34101
45676,3,34101
29901,3,34101
35032,3,34101
32160,3,34141
36646,3,34161
45601,3,34138
32105,3,34139
39456,3,34140
41933,3,34141
28024,3,34141
44161,3,34141
42904,3,34141
37821,3,34159
43714,3,34142
44037,3,34142
41368,3,34142
40234,3,34143
27622,3,34144
43823,3,34175
31577,3,34176
40479,3,34136
41608,3,34136
27771,3,34136
28936,3,34136
45643,3,34136
27904,3,34136
35027,3,34136
30241,3,34136
30423,3,34136
36622,3,34136
36223,3,34136
38335,3,34136
36108,3,34136
27166,3,34136
27178,3,34136
31992,3,34146
42884,3,34170
30844,3,34162
28010,3,34163
28655,3,34164
42878,3,34166
38336,3,34167
33506,3,34168
28407,3,34169
27356,3,34169
36476,3,34136
45891,3,34171
44559,3,34172
43252,3,34173
45603,3,34174
32207,3,34201
33291,3,29162
37294,3,34176
44050,3,34145
30891,3,34188
33820,3,34186
35427,3,34158
28216,3,34157
39274,3,34156
42989,3,34155
29251,3,34154
43897,3,34153
43697,3,34152
37892,3,34151
37892,3,34151
44392,3,34150
30880,3,34149
33158,3,34148
35402,3,34147
42966,3,34121
29337,3,34135
39214,3,34136
27772,3,34136
37261,3,39473
37261,3,39473
40842,3,34136
27181,3,34136
33443,3,34120
29337,3,34135
36245,3,39552
40229,3,39489
28206,3,39497
27365,3,39497
27617,3,39498
42147,3,39499
38215,3,39476
35401,3,39476
35633,3,34134
30520,3,34133
44873,3,34132
35320,3,34130
36906,3,34130
35320,3,34130
35961,3,39584
42624,3,39583
44120,3,39582
30117,3,39484
32397,3,39477
36166,3,34130
41474,3,34129
42923,3,34128
42838,3,34127
43412,3,39472
41259,3,39464
44962,3,39463
40345,3,39462
43489,3,39462
38438,3,39461
45110,3,39475
35475,3,39475
33626,3,39475
38752,3,39475
38168,3,39475
42687,3,39475
43598,3,39474
36351,3,34130
35599,3,34136
43412,3,39472
45675,3,34391
39833,3,39471
42582,3,39471
45151,3,39470
45583,3,39469
29566,3,39488
42972,3,39487
43234,3,39486
40022,3,39486
32365,3,39486
32619,3,39485
35559,3,39484
30854,3,39484
37606,3,39465
35401,3,39476
31800,3,39476
42146,3,34635
40953,3,34625
42607,3,34649
36767,3,34650
32688,3,34670
32244,3,34671
27948,3,34671
36964,3,34629
33449,3,34634
40953,3,34625
43394,3,34636
45181,3,34637
35092,3,34638
43225,3,34638
32674,3,34638
39916,3,34638
42620,3,34638
32429,3,34660
31433,3,34624
45142,3,34624
33882,3,34624
33873,3,34624
45651,3,34624
44570,3,34623
33588,3,34623
45659,3,34622
46141,3,34621
42874,3,34661
42718,3,34661
31090,3,34660
43440,3,34639
41438,3,34639
38557,3,34618
27662,3,34658
43175,3,39413
40717,3,34672
43393,3,34652
41907,3,34653
32496,3,34654
44952,3,34655
45607,3,34656
44713,3,34657
43107,3,34669
30299,3,34658
37313,3,34658
29566,3,34659
41857,3,39429
38223,3,39429
40024,3,34677
29950,3,34677
30056,3,34614
45318,3,34669
45101,3,34669
34450,3,34648
32142,3,34647
27988,3,34646
38413,3,34644
30248,3,34644
30248,3,34644
44978,3,34643
42114,3,34642
43520,3,34641
27521,3,34661
32840,3,34681
27129,3,34680
40567,3,34660
41259,3,29078
31352,3,34595
29340,3,34595
44867,3,34595
43254,3,34595
37220,3,34596
40167,3,34628
28547,3,34628
27939,3,34629
29437,3,34595
39615,3,29078
29347,3,29078
42187,3,34601
38220,3,34602
38163,3,34603
40783,3,34604
41540,3,34604
32597,3,34604
34710,3,34595
42243,3,34594
28327,3,34593
28887,3,34592
28612,3,34591
37431,3,34590
46156,3,34590
27194,3,34619
35885,3,34618
30986,3,34618
27694,3,34590
33097,3,34590
32414,3,34590
38163,3,34589
30501,3,34588
30895,3,34607
41981,3,29078
45893,3,29078
33645,3,34626
42936,3,34627
42042,3,34650
31015,3,34650
37790,3,34651
42543,3,34606
45423,3,29077
42960,3,34608
45454,3,34609
40195,3,34610
45535,3,34611
42603,3,34611
38407,3,34612
27277,3,34613
40396,3,34678
41029,3,29076
43536,3,29074
44128,3,34601
45855,3,34600
31282,3,34599
44188,3,34599
44109,3,34598
36744,3,34620
39840,3,34640
42723,3,34640
44043,3,34639
40247,3,34606
41012,3,34606
33731,3,34604
44369,3,34604
45176,3,39356
37250,3,34754
43145,3,34754
46080,3,34730
46159,3,34730
45966,3,34730
46159,3,34730
28938,3,34730
40048,3,39354
45687,3,34753
28300,3,39357
42100,3,39373
39936,3,39374
45162,3,39376
44419,3,39376
27647,3,39377
32067,3,39377
43117,3,39377
37570,3,34752
43061,3,34751
39896,3,34750
28709,3,34749
40718,3,39371
43005,3,39367
31250,3,39367
40817,3,39367
28813,3,34740
30697,3,34739
45122,3,34738
